_date_	_open_	_high_	_low_	_close_	_per_	_vol_
2020-02-21 18:10	224.56	224.80	224.25	224.74	5	531010
2020-02-21 18:15	224.76	224.94	224.69	224.74	5	640990
2020-02-21 18:20	224.74	224.95	224.47	224.79	5	573300
2020-02-21 18:25	224.80	224.85	224.55	224.59	5	409150
2020-02-21 18:30	224.60	224.95	224.60	224.84	5	582390
2020-02-21 18:35	224.84	225.12	224.72	225.06	5	654600
2020-02-21 18:40	224.76	224.76	224.76	224.76	5	3032140
2020-02-21 18:45	220.99	222.37	220.98	222.07	5	2039480
2020-02-21 18:50	222.07	222.20	221.63	221.71	5	843900
2020-02-21 18:55	221.72	222.88	221.56	222.76	5	938800
2020-02-24 10:00	222.72	223.40	222.58	222.94	5	1031040
2020-02-24 10:05	222.97	223.00	222.56	222.95	5	312390
2020-02-24 10:10	222.89	222.96	222.45	222.60	5	495740
2020-02-24 10:15	222.60	222.88	222.53	222.60	5	337390
2020-02-24 10:20	222.60	222.75	222.56	222.74	5	295530
2020-02-24 10:25	222.73	223.40	222.66	223.00	5	1091770
2020-02-24 10:30	223.00	223.06	222.67	222.92	5	323140
2020-02-24 10:35	222.85	222.90	222.45	222.66	5	214650
2020-02-24 10:40	222.58	222.63	222.21	222.37	5	344480
2020-02-24 10:45	222.37	223.03	222.30	223.02	5	640090
2020-02-24 10:50	223.01	223.03	222.00	222.02	5	640730
2020-02-24 10:55	222.14	222.33	221.78	221.88	5	826530
2020-02-24 11:00	221.86	222.46	221.77	222.05	5	454360
2020-02-24 11:05	221.96	222.34	221.87	222.11	5	226180
2020-02-24 11:10	222.10	222.17	221.84	222.01	5	498090
2020-02-24 11:15	222.01	222.20	221.76	222.09	5	531670
2020-02-24 11:20	222.09	222.10	221.91	221.94	5	221330
2020-02-24 11:25	221.94	222.23	221.81	222.19	5	327950
2020-02-24 11:30	222.24	222.24	221.95	222.07	5	179600
2020-02-24 11:35	222.02	222.10	221.76	222.00	5	522410
2020-02-24 11:40	222.00	222.66	221.92	222.47	5	816640
2020-02-24 11:45	222.50	222.81	222.36	222.67	5	222460
2020-02-24 11:50	222.70	223.03	222.39	222.42	5	476410
2020-02-24 11:55	222.39	222.70	222.13	222.44	5	199960
2020-02-24 12:00	222.49	222.67	222.32	222.41	5	160110
2020-02-24 12:05	222.45	222.45	222.15	222.23	5	142830
2020-02-24 12:10	222.25	222.50	222.16	222.45	5	143030
2020-02-24 12:15	222.42	222.75	222.34	222.70	5	529220
2020-02-24 12:20	222.70	222.75	222.11	222.50	5	255870
2020-02-24 12:25	222.49	222.59	222.10	222.21	5	89400
2020-02-24 12:30	222.21	222.27	221.77	222.04	5	532640
2020-02-24 12:35	222.04	222.04	221.75	221.84	5	321690
2020-02-24 12:40	221.84	221.91	221.65	221.70	5	448910
2020-02-24 12:45	221.70	222.00	221.65	221.98	5	327710
2020-02-24 12:50	221.98	221.99	221.77	221.93	5	229950
2020-02-24 12:55	221.90	222.00	221.77	221.85	5	213880
2020-02-24 13:00	221.85	221.89	221.57	221.61	5	236920
2020-02-24 13:05	221.62	221.79	221.50	221.53	5	468090
2020-02-24 13:10	221.50	221.53	221.12	221.20	5	844080
2020-02-24 13:15	221.19	221.63	221.19	221.47	5	501990
2020-02-24 13:20	221.50	221.65	221.41	221.50	5	227740
2020-02-24 13:25	221.47	221.80	221.35	221.51	5	284910
2020-02-24 13:30	221.56	221.61	221.26	221.37	5	136770
2020-02-24 13:35	221.39	221.52	221.15	221.20	5	160230
2020-02-24 13:40	221.21	221.37	221.12	221.26	5	317260
2020-02-24 13:45	221.25	221.54	221.25	221.42	5	102650
2020-02-24 13:50	221.44	221.47	221.20	221.37	5	128420
2020-02-24 13:55	221.34	221.44	221.17	221.27	5	164720
2020-02-24 14:00	221.27	221.44	221.10	221.21	5	452880
2020-02-24 14:05	221.21	221.44	221.13	221.41	5	110900
2020-02-24 14:10	221.40	221.59	221.30	221.49	5	114400
2020-02-24 14:15	221.49	221.51	221.25	221.35	5	78080
2020-02-24 14:20	221.35	221.48	220.75	221.01	5	2031500
2020-02-24 14:25	221.01	221.01	220.22	220.29	5	1535870
2020-02-24 14:30	220.29	220.89	220.20	220.63	5	658220
2020-02-24 14:35	220.63	220.70	220.14	220.40	5	1911360
2020-02-24 14:40	220.40	220.53	220.26	220.36	5	297990
2020-02-24 14:45	220.30	220.79	220.13	220.67	5	543330
2020-02-24 14:50	220.71	221.10	220.50	221.07	5	548280
2020-02-24 14:55	221.07	221.10	220.51	220.65	5	276700
2020-02-24 15:00	220.61	220.80	220.29	220.43	5	395850
2020-02-24 15:05	220.44	220.59	220.01	220.05	5	713720
2020-02-24 15:10	220.05	220.08	219.15	219.41	5	3008510
2020-02-24 15:15	219.35	219.85	219.10	219.37	5	950730
2020-02-24 15:20	219.46	219.46	218.83	219.15	5	1116910
2020-02-24 15:25	219.14	219.14	218.30	218.33	5	1774280
2020-02-24 15:30	218.33	218.73	218.10	218.22	5	1585970
2020-02-24 15:35	218.23	218.70	217.70	218.69	5	1780480
2020-02-24 15:40	218.70	218.90	218.00	218.00	5	625010
2020-02-24 15:45	218.00	218.58	217.80	218.24	5	1192300
2020-02-24 15:50	218.24	218.25	217.62	217.66	5	929200
2020-02-24 15:55	217.67	217.70	217.30	217.37	5	1142140
2020-02-24 16:00	217.35	217.57	216.91	217.15	5	1387240
2020-02-24 16:05	217.13	217.24	216.85	217.08	5	955980
2020-02-24 16:10	217.04	218.41	217.04	218.20	5	2137120
2020-02-24 16:15	218.24	218.88	218.20	218.38	5	977790
2020-02-24 16:20	218.36	218.38	218.00	218.11	5	613310
2020-02-24 16:25	218.15	218.25	218.00	218.25	5	682580
2020-02-24 16:30	218.25	218.25	217.51	217.61	5	867200
2020-02-24 16:35	217.56	218.00	217.50	217.90	5	1419910
2020-02-24 16:40	217.97	218.00	217.73	217.97	5	1281100
2020-02-24 16:45	217.97	218.00	217.80	217.97	5	698770
2020-02-24 16:50	217.94	217.97	217.60	217.65	5	537040
2020-02-24 16:55	217.65	217.73	217.50	217.64	5	1496090
2020-02-24 17:00	217.61	218.90	217.59	218.80	5	1455250
2020-02-24 17:05	218.85	218.87	217.72	217.91	5	496660
2020-02-24 17:10	217.91	218.20	217.60	217.77	5	583850
2020-02-24 17:15	217.72	217.72	217.00	217.14	5	1335130
2020-02-24 17:20	217.10	218.20	216.80	218.17	5	1137720
2020-02-24 17:25	218.09	218.42	217.50	218.20	5	1554180
2020-02-24 17:30	218.20	218.34	217.50	217.62	5	1337880
2020-02-24 17:35	217.70	218.50	217.51	218.26	5	698210
2020-02-24 17:40	218.27	218.55	218.19	218.55	5	1194790
2020-02-24 17:45	218.54	218.97	217.81	218.01	5	855330
2020-02-24 17:50	218.03	218.55	217.90	218.50	5	1171470
2020-02-24 17:55	218.50	218.52	218.00	218.11	5	482390
2020-02-24 18:00	218.11	218.14	217.77	217.85	5	866040
2020-02-24 18:05	217.85	217.88	217.19	217.32	5	1314820
2020-02-24 18:10	217.32	217.60	216.90	217.21	5	2110530
2020-02-24 18:15	217.21	217.30	217.02	217.25	5	808180
2020-02-24 18:20	217.25	217.30	216.81	217.10	5	1231160
2020-02-24 18:25	217.50	217.50	217.50	217.50	5	5126510
2020-02-24 18:30	210.00	211.97	207.45	211.38	5	5536340
2020-02-24 18:35	211.34	211.87	209.01	211.20	5	3607280
2020-02-24 18:40	211.20	211.80	209.94	210.26	5	2419760
2020-02-24 18:45	210.26	210.48	208.20	208.59	5	3680000
2020-02-24 18:50	208.59	209.00	208.20	208.77	5	4282780
2020-02-24 18:55	208.84	208.92	207.12	207.19	5	3006410
2020-02-25 10:00	207.19	207.20	203.00	205.10	5	6682930
2020-02-25 10:05	205.10	205.50	202.39	203.28	5	5247330
2020-02-25 10:10	203.24	203.75	202.37	203.72	5	3389980
2020-02-25 10:15	203.73	205.50	203.60	205.49	5	3243390
2020-02-25 10:20	205.49	206.44	205.40	206.35	5	3833790
2020-02-25 10:25	206.45	206.46	204.13	205.75	5	2334320
2020-02-25 10:30	205.63	206.13	204.52	205.10	5	3788220
2020-02-25 10:35	205.10	206.70	204.10	206.53	5	3687770
2020-02-25 10:40	206.64	207.00	206.32	206.94	5	1990830
2020-02-25 10:45	207.00	207.93	206.78	207.92	5	1949030
2020-02-25 10:50	207.93	209.67	207.72	209.43	5	1981580
2020-02-25 10:55	209.46	209.55	208.28	208.63	5	1285250
2020-02-25 11:00	208.63	208.87	206.66	206.69	5	1594310
2020-02-25 11:05	206.66	208.42	206.59	207.66	5	1411490
2020-02-25 11:10	207.70	208.83	207.65	208.39	5	908610
2020-02-25 11:15	208.46	208.77	207.09	207.35	5	1213110
2020-02-25 11:20	207.35	207.35	206.61	206.76	5	947890
2020-02-25 11:25	206.79	207.05	206.60	206.86	5	851290
2020-02-25 11:30	206.86	207.06	205.80	207.00	5	1072020
2020-02-25 11:35	207.00	207.35	206.13	206.13	5	723220
2020-02-25 11:40	206.26	206.51	205.45	205.73	5	1183540
2020-02-25 11:45	205.72	206.16	205.24	205.25	5	705070
2020-02-25 11:50	205.31	205.32	204.01	204.05	5	1610620
2020-02-25 11:55	204.14	204.18	202.43	202.54	5	3172590
2020-02-25 12:00	202.52	203.21	201.23	202.42	5	2930790
2020-02-25 12:05	202.39	203.15	201.53	202.95	5	1165910
2020-02-25 12:10	202.85	203.45	202.70	202.94	5	1742110
2020-02-25 12:15	202.94	204.45	202.85	204.35	5	2049600
2020-02-25 12:20	204.37	204.65	203.10	203.41	5	1196470
2020-02-25 12:25	203.26	204.50	203.22	204.17	5	748500
2020-02-25 12:30	204.09	205.18	204.00	204.65	5	2067830
2020-02-25 12:35	204.68	205.11	204.07	204.20	5	527100
2020-02-25 12:40	204.20	204.50	204.00	204.03	5	1373830
2020-02-25 12:45	204.00	204.40	203.70	204.15	5	1950950
2020-02-25 12:50	204.13	204.99	203.85	204.96	5	1104650
2020-02-25 12:55	204.98	205.86	204.83	205.65	5	925530
2020-02-25 13:00	205.70	205.95	204.33	204.90	5	547930
2020-02-25 13:05	204.90	205.25	204.79	205.11	5	275710
2020-02-25 13:10	205.11	206.44	205.01	206.34	5	1309600
2020-02-25 13:15	206.34	206.46	205.60	205.86	5	496110
2020-02-25 13:20	205.76	206.63	205.76	206.11	5	686480
2020-02-25 13:25	206.11	206.43	205.90	206.27	5	303770
2020-02-25 13:30	206.27	206.32	205.82	206.03	5	252020
2020-02-25 13:35	205.96	206.36	205.75	206.34	5	552390
2020-02-25 13:40	206.34	207.08	206.11	206.33	5	828980
2020-02-25 13:45	206.32	206.50	205.85	206.03	5	375300
2020-02-25 13:50	206.08	206.40	205.65	206.40	5	583230
2020-02-25 13:55	206.40	207.00	205.80	206.02	5	1974980
2020-02-25 14:00	206.00	207.14	205.96	206.86	5	601700
2020-02-25 14:05	206.96	207.72	206.79	207.63	5	603910
2020-02-25 14:10	207.60	208.07	207.25	207.43	5	1223360
2020-02-25 14:15	207.43	207.65	206.34	206.46	5	763250
2020-02-25 14:20	206.45	207.61	206.25	207.35	5	1436490
2020-02-25 14:25	207.36	207.80	206.55	206.85	5	562560
2020-02-25 14:30	206.80	207.18	206.71	207.00	5	501460
2020-02-25 14:35	207.02	207.02	205.50	205.94	5	761030
2020-02-25 14:40	206.05	207.19	205.51	207.00	5	405000
2020-02-25 14:45	207.01	208.03	206.85	207.95	5	599730
2020-02-25 14:50	207.84	207.94	206.98	207.64	5	1136670
2020-02-25 14:55	207.64	208.70	207.62	208.48	5	1388410
2020-02-25 15:00	208.55	208.74	207.39	207.83	5	1038310
2020-02-25 15:05	207.91	208.65	207.60	208.57	5	572320
2020-02-25 15:10	208.57	208.57	207.70	208.20	5	586970
2020-02-25 15:15	208.20	209.20	208.07	209.09	5	1624250
2020-02-25 15:20	209.09	209.09	207.95	208.33	5	982670
2020-02-25 15:25	208.35	208.83	208.10	208.48	5	444880
2020-02-25 15:30	208.59	208.65	208.03	208.11	5	467100
2020-02-25 15:35	208.11	208.49	207.78	207.84	5	1105680
2020-02-25 15:40	207.85	208.47	207.84	208.35	5	546630
2020-02-25 15:45	208.37	208.43	207.93	208.13	5	457240
2020-02-25 15:50	208.14	208.30	207.93	208.18	5	383040
2020-02-25 15:55	208.13	208.15	207.51	207.59	5	651620
2020-02-25 16:00	207.60	207.97	207.33	207.61	5	722880
2020-02-25 16:05	207.65	207.99	207.56	207.96	5	557390
2020-02-25 16:10	207.96	207.97	207.10	207.42	5	612560
2020-02-25 16:15	207.34	207.63	206.23	206.23	5	614150
2020-02-25 16:20	206.23	206.40	205.41	205.60	5	846790
2020-02-25 16:25	205.58	206.45	205.55	206.28	5	647050
2020-02-25 16:30	206.20	206.40	205.11	205.31	5	719940
2020-02-25 16:35	205.31	205.43	204.58	204.76	5	913940
2020-02-25 16:40	204.76	205.50	204.68	205.00	5	951990
2020-02-25 16:45	204.90	205.14	204.00	204.18	5	1971090
2020-02-25 16:50	204.10	204.99	203.63	204.90	5	1347320
2020-02-25 16:55	204.89	204.90	203.41	204.13	5	1027100
2020-02-25 17:00	204.23	205.75	203.82	205.03	5	2322300
2020-02-25 17:05	205.02	205.49	204.04	204.45	5	1076670
2020-02-25 17:10	204.34	205.34	204.01	204.50	5	913160
2020-02-25 17:15	204.57	204.66	203.75	203.91	5	1280450
2020-02-25 17:20	203.90	203.96	202.55	202.85	5	1993690
2020-02-25 17:25	202.85	203.40	202.50	203.14	5	1063840
2020-02-25 17:30	203.14	203.15	201.21	201.44	5	3156150
2020-02-25 17:35	201.42	201.82	200.57	200.76	5	2890300
2020-02-25 17:40	200.73	201.60	200.61	201.00	5	2027580
2020-02-25 17:45	201.00	202.17	200.90	201.58	5	2458730
2020-02-25 17:50	201.58	201.97	201.23	201.73	5	2077550
2020-02-25 17:55	201.73	201.91	201.00	201.13	5	1787680
2020-02-25 18:00	201.22	201.46	200.65	201.39	5	1772990
2020-02-25 18:05	201.39	201.69	200.65	200.73	5	2233750
2020-02-25 18:10	202.65	202.65	202.65	202.65	5	8736050
2020-02-25 18:15	207.99	208.76	206.15	207.22	5	3461010
2020-02-25 18:20	207.27	207.84	206.88	207.84	5	1386080
2020-02-25 18:25	207.84	208.91	207.70	208.45	5	2259860
2020-02-25 18:30	208.48	208.68	207.60	207.74	5	1056600
2020-02-25 18:35	207.80	207.90	206.80	206.98	5	1380220
2020-02-25 18:40	206.98	207.00	206.16	206.34	5	937540
2020-02-25 18:45	206.33	207.49	206.30	207.47	5	1398120
2020-02-25 18:50	207.47	207.90	207.37	207.80	5	753110
2020-02-25 18:55	207.81	209.90	207.80	209.50	5	2745040
2020-02-26 10:00	209.50	210.95	209.42	210.72	5	1734690
2020-02-26 10:05	210.80	210.90	209.62	210.10	5	1629990
2020-02-26 10:10	210.11	210.70	209.79	210.50	5	899850
2020-02-26 10:15	210.42	210.86	209.72	210.46	5	1003730
2020-02-26 10:20	210.47	211.69	210.47	211.00	5	1432040
2020-02-26 10:25	210.97	211.34	210.61	210.62	5	808460
2020-02-26 10:30	210.62	211.48	210.34	210.76	5	884850
2020-02-26 10:35	210.88	211.99	210.71	210.89	5	736770
2020-02-26 10:40	210.85	211.44	210.00	210.20	5	853490
2020-02-26 10:45	210.19	210.47	209.26	210.39	5	1889180
2020-02-26 10:50	210.37	211.50	210.35	211.07	5	1660790
2020-02-26 10:55	211.01	211.10	210.25	210.49	5	689970
2020-02-26 11:00	210.50	210.73	209.84	210.25	5	462110
2020-02-26 11:05	210.25	210.45	209.65	209.99	5	812620
2020-02-26 11:10	209.97	210.00	209.05	209.15	5	773490
2020-02-26 11:15	209.14	209.70	208.78	209.35	5	1779590
2020-02-26 11:20	209.35	209.65	209.20	209.28	5	866360
2020-02-26 11:25	209.27	209.61	208.47	208.76	5	955370
2020-02-26 11:30	208.78	208.80	208.31	208.78	5	675140
2020-02-26 11:35	208.78	209.25	208.61	209.16	5	490120
2020-02-26 11:40	209.17	209.17	208.46	208.74	5	424040
2020-02-26 11:45	208.76	209.06	208.44	208.69	5	686970
2020-02-26 11:50	208.70	209.00	208.57	208.62	5	313910
2020-02-26 11:55	208.62	208.75	207.37	207.63	5	1430540
2020-02-26 12:00	207.63	208.39	207.40	208.22	5	725300
2020-02-26 12:05	208.21	208.21	207.00	207.23	5	1046880
2020-02-26 12:10	207.24	208.23	207.15	208.07	5	608480
2020-02-26 12:15	208.09	208.09	207.27	207.50	5	755330
2020-02-26 12:20	207.50	207.75	207.31	207.46	5	430690
2020-02-26 12:25	207.47	207.52	206.80	207.17	5	617010
2020-02-26 12:30	207.12	208.00	207.11	207.61	5	673380
2020-02-26 12:35	207.64	207.89	207.40	207.42	5	264190
2020-02-26 12:40	207.41	208.64	207.41	208.36	5	648910
2020-02-26 12:45	208.35	209.00	208.18	208.90	5	697840
2020-02-26 12:50	208.89	208.90	208.18	208.28	5	490340
2020-02-26 12:55	208.30	208.30	207.80	208.30	5	486980
2020-02-26 13:00	208.28	208.50	207.95	208.00	5	458870
2020-02-26 13:05	208.01	208.11	207.45	207.68	5	390360
2020-02-26 13:10	207.68	207.70	206.72	206.80	5	389180
2020-02-26 13:15	206.77	206.96	206.68	206.72	5	318290
2020-02-26 13:20	206.68	206.71	205.61	205.95	5	1476770
2020-02-26 13:25	205.95	206.10	204.83	205.00	5	1166970
2020-02-26 13:30	204.90	205.72	204.51	205.65	5	1708020
2020-02-26 13:35	205.66	206.09	205.43	206.00	5	923860
2020-02-26 13:40	206.00	206.09	205.15	205.26	5	215620
2020-02-26 13:45	205.22	205.48	204.14	204.59	5	1034740
2020-02-26 13:50	204.59	205.26	204.50	205.00	5	538190
2020-02-26 13:55	205.01	205.06	204.21	204.22	5	648200
2020-02-26 14:00	204.26	204.26	203.16	203.71	5	1575890
2020-02-26 14:05	203.69	203.78	202.81	203.11	5	1406500
2020-02-26 14:10	203.11	203.30	201.37	201.81	5	2140680
2020-02-26 14:15	201.87	202.05	200.39	201.06	5	3026180
2020-02-26 14:20	201.06	202.00	198.26	201.03	5	4915880
2020-02-26 14:25	201.16	202.46	199.58	199.90	5	2964970
2020-02-26 14:30	199.88	200.00	198.70	198.70	5	4244410
2020-02-26 14:35	198.70	199.11	197.13	197.92	5	3913490
2020-02-26 14:40	197.84	199.30	197.37	199.21	5	3674890
2020-02-26 14:45	199.34	199.34	196.33	196.44	5	2728670
2020-02-26 14:50	196.46	197.64	195.89	197.11	5	3285430
2020-02-26 14:55	197.04	197.88	195.51	195.66	5	2779610
2020-02-26 15:00	195.70	196.91	195.52	196.47	5	2425520
2020-02-26 15:05	196.47	199.14	196.40	198.53	5	3318230
2020-02-26 15:10	198.50	200.95	198.38	199.79	5	2641450
2020-02-26 15:15	199.79	199.89	198.11	199.29	5	1859680
2020-02-26 15:20	199.29	199.40	198.50	198.60	5	631940
2020-02-26 15:25	198.60	198.69	197.70	198.46	5	1120090
2020-02-26 15:30	198.46	199.60	198.24	199.30	5	1241820
2020-02-26 15:35	199.30	199.30	198.27	198.70	5	891520
2020-02-26 15:40	198.70	198.77	197.98	198.21	5	1252260
2020-02-26 15:45	198.23	198.23	197.50	197.97	5	954230
2020-02-26 15:50	197.97	198.40	197.00	197.09	5	1163230
2020-02-26 15:55	197.11	198.20	196.60	197.47	5	1274190
2020-02-26 16:00	197.40	198.00	197.36	197.99	5	601800
2020-02-26 16:05	197.99	200.20	197.83	199.16	5	2139160
2020-02-26 16:10	199.05	200.69	199.00	200.34	5	1969520
2020-02-26 16:15	200.41	202.65	200.34	202.58	5	3304550
2020-02-26 16:20	202.58	202.70	201.63	201.94	5	2366200
2020-02-26 16:25	201.93	202.06	201.38	201.82	5	757860
2020-02-26 16:30	201.84	201.84	200.88	201.60	5	547040
2020-02-26 16:35	201.69	203.44	201.69	203.42	5	1718940
2020-02-26 16:40	203.42	204.00	203.15	203.71	5	1466900
2020-02-26 16:45	203.71	203.78	201.70	201.92	5	1637790
2020-02-26 16:50	201.92	201.94	199.00	200.74	5	2668590
2020-02-26 16:55	200.74	201.50	200.21	200.70	5	1299870
2020-02-26 17:00	200.70	201.30	200.20	200.32	5	783530
2020-02-26 17:05	200.24	200.63	199.60	200.32	5	1314080
2020-02-26 17:10	200.28	200.44	199.80	200.25	5	361320
2020-02-26 17:15	200.21	200.49	198.77	199.00	5	1231300
2020-02-26 17:20	199.00	199.00	197.38	198.58	5	2377520
2020-02-26 17:25	198.58	199.38	197.83	199.29	5	2525930
2020-02-26 17:30	199.30	199.37	198.20	198.79	5	1063580
2020-02-26 17:35	198.78	198.79	197.95	198.48	5	1043190
2020-02-26 17:40	198.48	199.33	198.20	199.08	5	1216050
2020-02-26 17:45	199.02	199.44	198.33	199.38	5	841410
2020-02-26 17:50	199.35	200.00	199.25	200.00	5	1913720
2020-02-26 17:55	198.78	198.78	198.78	198.78	5	4847000
2020-02-26 18:00	204.78	205.27	202.34	202.88	5	3588490
2020-02-26 18:05	202.96	203.65	201.81	202.39	5	1845520
2020-02-26 18:10	202.41	203.00	202.03	202.71	5	662150
2020-02-26 18:15	202.65	202.78	201.37	201.80	5	1027630
2020-02-26 18:20	201.80	201.87	200.83	201.52	5	1202970
2020-02-26 18:25	201.53	202.19	201.45	201.90	5	696070
2020-02-26 18:30	201.93	202.38	201.83	201.97	5	762880
2020-02-26 18:35	201.95	202.10	201.53	201.94	5	602390
2020-02-26 18:40	201.94	202.99	201.90	202.90	5	1195690
2020-02-26 18:45	202.89	202.90	202.15	202.30	5	464990
2020-02-26 18:50	202.31	202.60	202.24	202.46	5	622720
2020-02-26 18:55	202.40	203.27	202.30	203.26	5	744830
2020-02-27 10:00	203.21	203.80	202.61	203.18	5	2152270
2020-02-27 10:05	203.22	203.40	202.60	203.30	5	927660
2020-02-27 10:10	203.19	204.11	203.11	203.82	5	1402750
2020-02-27 10:15	203.82	204.37	203.61	204.36	5	1288550
2020-02-27 10:20	204.36	205.09	204.29	204.69	5	2031380
2020-02-27 10:25	204.69	204.76	203.60	203.80	5	1110410
2020-02-27 10:30	203.77	204.07	203.71	204.00	5	689120
2020-02-27 10:35	203.94	204.69	203.94	204.40	5	609360
2020-02-27 10:40	204.40	204.49	203.03	203.10	5	1280780
2020-02-27 10:45	203.10	203.65	202.55	202.74	5	857460
2020-02-27 10:50	202.74	202.86	202.02	202.39	5	1257830
2020-02-27 10:55	202.33	203.15	202.22	202.97	5	477160
2020-02-27 11:00	202.90	202.90	201.20	201.50	5	1678110
2020-02-27 11:05	201.53	201.82	201.09	201.47	5	1200290
2020-02-27 11:10	201.47	202.38	201.37	201.97	5	821970
2020-02-27 11:15	201.97	202.30	201.61	202.00	5	736040
2020-02-27 11:20	202.00	202.30	201.76	202.03	5	250650
2020-02-27 11:25	201.97	202.87	201.94	202.40	5	381250
2020-02-27 11:30	202.36	202.76	202.00	202.33	5	579380
2020-02-27 11:35	202.29	202.54	202.05	202.29	5	221460
2020-02-27 11:40	202.28	202.36	201.80	202.04	5	466820
2020-02-27 11:45	202.01	202.49	201.96	202.25	5	266640
2020-02-27 11:50	202.32	202.49	202.25	202.40	5	139140
2020-02-27 11:55	202.39	202.93	202.39	202.76	5	527150
2020-02-27 12:00	202.77	202.79	202.13	202.30	5	317670
2020-02-27 12:05	202.33	202.53	201.79	201.84	5	522740
2020-02-27 12:10	201.84	202.10	201.10	201.38	5	914490
2020-02-27 12:15	201.31	202.04	201.26	201.47	5	785440
2020-02-27 12:20	201.50	201.88	201.47	201.83	5	669200
2020-02-27 12:25	201.78	202.01	201.70	201.86	5	595550
2020-02-27 12:30	201.83	202.20	201.60	201.65	5	502850
2020-02-27 12:35	201.64	202.10	201.51	202.02	5	542830
2020-02-27 12:40	202.05	202.19	201.66	201.96	5	613240
2020-02-27 12:45	201.94	202.11	201.74	201.95	5	366490
2020-02-27 12:50	201.95	202.49	201.95	202.43	5	472200
2020-02-27 12:55	202.41	202.49	201.97	202.31	5	409350
2020-02-27 13:00	202.33	202.49	202.30	202.38	5	287500
2020-02-27 13:05	202.35	202.70	201.85	202.65	5	903380
2020-02-27 13:10	202.65	202.70	202.16	202.46	5	482840
2020-02-27 13:15	202.46	202.78	202.07	202.21	5	397660
2020-02-27 13:20	202.21	202.38	201.65	201.82	5	653990
2020-02-27 13:25	201.84	201.84	200.60	200.88	5	1719760
2020-02-27 13:30	200.89	201.66	200.75	201.28	5	466360
2020-02-27 13:35	201.33	201.52	200.94	201.06	5	815940
2020-02-27 13:40	201.00	201.15	200.25	200.60	5	1106220
2020-02-27 13:45	200.60	201.10	200.54	200.75	5	447560
2020-02-27 13:50	200.74	200.97	200.44	200.75	5	559970
2020-02-27 13:55	200.75	201.38	200.66	201.27	5	378460
2020-02-27 14:00	201.22	202.45	201.22	202.42	5	577200
2020-02-27 14:05	202.42	202.48	201.47	202.34	5	508870
2020-02-27 14:10	202.33	202.54	202.05	202.33	5	317040
2020-02-27 14:15	202.38	202.64	202.00	202.31	5	538820
2020-02-27 14:20	202.31	203.64	202.11	203.30	5	1038710
2020-02-27 14:25	203.30	204.00	203.07	203.41	5	893480
2020-02-27 14:30	203.45	203.70	203.00	203.00	5	553450
2020-02-27 14:35	203.00	203.03	202.00	202.60	5	892410
2020-02-27 14:40	202.57	202.86	202.01	202.15	5	409460
2020-02-27 14:45	202.17	202.38	201.08	201.73	5	1343750
2020-02-27 14:50	201.72	202.10	201.62	201.84	5	319630
2020-02-27 14:55	201.74	202.26	201.25	201.97	5	486880
2020-02-27 15:00	201.96	202.03	201.33	201.71	5	362450
2020-02-27 15:05	201.65	201.72	200.00	200.77	5	2316150
2020-02-27 15:10	200.73	201.60	200.50	201.38	5	796300
2020-02-27 15:15	201.43	202.16	201.17	201.97	5	708530
2020-02-27 15:20	202.00	202.35	201.69	201.85	5	534490
2020-02-27 15:25	201.89	202.29	201.38	201.44	5	820940
2020-02-27 15:30	201.48	201.76	201.01	201.50	5	507280
2020-02-27 15:35	201.58	201.67	201.25	201.54	5	315770
2020-02-27 15:40	201.51	201.67	201.28	201.57	5	272710
2020-02-27 15:45	201.52	201.57	201.11	201.48	5	217300
2020-02-27 15:50	201.48	202.19	201.48	201.61	5	614520
2020-02-27 15:55	201.66	201.92	201.50	201.66	5	487160
2020-02-27 16:00	201.58	201.69	201.35	201.52	5	701750
2020-02-27 16:05	201.46	201.92	201.40	201.81	5	931660
2020-02-27 16:10	201.83	201.93	201.32	201.46	5	870910
2020-02-27 16:15	201.40	201.59	201.20	201.37	5	415060
2020-02-27 16:20	201.31	201.58	201.02	201.43	5	602500
2020-02-27 16:25	201.44	201.55	201.35	201.49	5	387580
2020-02-27 16:30	201.50	201.51	199.50	199.58	5	3460020
2020-02-27 16:35	199.62	199.70	198.50	199.36	5	2772380
2020-02-27 16:40	199.36	200.25	199.29	199.99	5	1217420
2020-02-27 16:45	199.98	200.14	199.50	199.78	5	580790
2020-02-27 16:50	199.75	199.75	198.20	198.33	5	2057930
2020-02-27 16:55	198.40	198.87	198.00	198.51	5	1693890
2020-02-27 17:00	198.48	203.44	198.08	201.92	5	7131090
2020-02-27 17:05	202.05	203.30	201.26	202.25	5	2836450
2020-02-27 17:10	202.32	202.87	200.72	200.91	5	3366990
2020-02-27 17:15	200.89	201.43	200.26	201.21	5	1249230
2020-02-27 17:20	201.21	202.49	200.96	201.40	5	1617810
2020-02-27 17:25	201.41	202.32	201.13	201.98	5	937860
2020-02-27 17:30	201.89	202.34	201.35	201.61	5	811270
2020-02-27 17:35	201.61	201.90	201.53	201.70	5	906690
2020-02-27 17:40	201.48	201.48	201.48	201.48	5	4115740
2020-02-27 17:45	199.90	199.95	198.28	198.88	5	2674620
2020-02-27 17:50	198.84	200.30	198.51	199.95	5	1360500
2020-02-27 17:55	199.95	200.25	199.37	199.90	5	747730
