_date_,_close_,_high_,_low_,_open_
2020-02-26 11:15,209.35,209.70,208.78,209.14
2020-02-26 11:20,209.28,209.65,209.20,209.35
2020-02-26 11:25,208.76,209.61,208.47,209.27
2020-02-26 11:30,208.78,208.80,208.31,208.78
2020-02-26 11:35,209.16,209.25,208.61,208.78
2020-02-26 11:40,208.74,209.17,208.46,209.17
2020-02-26 11:45,208.69,209.06,208.44,208.76
2020-02-26 11:50,208.62,209.00,208.57,208.70
2020-02-26 11:55,207.63,208.75,207.37,208.62
2020-02-26 12:00,208.22,208.39,207.40,207.63
2020-02-26 12:05,207.23,208.21,207.00,208.21
2020-02-26 12:10,208.07,208.23,207.15,207.24
2020-02-26 12:15,207.50,208.09,207.27,208.09
2020-02-26 12:20,207.46,207.75,207.31,207.50
2020-02-26 12:25,207.17,207.52,206.80,207.47
2020-02-26 12:30,207.61,208.00,207.11,207.12
2020-02-26 12:35,207.42,207.89,207.40,207.64
2020-02-26 12:40,208.36,208.64,207.41,207.41
2020-02-26 12:45,208.90,209.00,208.18,208.35
2020-02-26 12:50,208.28,208.90,208.18,208.89
2020-02-26 12:55,208.30,208.30,207.80,208.30
2020-02-26 13:00,208.00,208.50,207.95,208.28
2020-02-26 13:05,207.68,208.11,207.45,208.01
2020-02-26 13:10,206.80,207.70,206.72,207.68
2020-02-26 13:15,206.72,206.96,206.68,206.77
2020-02-26 13:20,205.95,206.71,205.61,206.68
2020-02-26 13:25,205.00,206.10,204.83,205.95
2020-02-26 13:30,205.65,205.72,204.51,204.90
2020-02-26 13:35,206.00,206.09,205.43,205.66
2020-02-26 13:40,205.26,206.09,205.15,206.00
2020-02-26 13:45,204.59,205.48,204.14,205.22
2020-02-26 13:50,205.00,205.26,204.50,204.59
2020-02-26 13:55,204.22,205.06,204.21,205.01
2020-02-26 14:00,203.71,204.26,203.16,204.26
2020-02-26 14:05,203.11,203.78,202.81,203.69
2020-02-26 14:10,201.81,203.30,201.37,203.11
2020-02-26 14:15,201.06,202.05,200.39,201.87
2020-02-26 14:20,201.03,202.00,198.26,201.06
2020-02-26 14:25,199.90,202.46,199.58,201.16
2020-02-26 14:30,198.70,200.00,198.70,199.88
2020-02-26 14:35,197.92,199.11,197.13,198.70
2020-02-26 14:40,199.21,199.30,197.37,197.84
2020-02-26 14:45,196.44,199.34,196.33,199.34
2020-02-26 14:50,197.11,197.64,195.89,196.46
2020-02-26 14:55,195.66,197.88,195.51,197.04
2020-02-26 15:00,196.47,196.91,195.52,195.70
2020-02-26 15:05,198.53,199.14,196.40,196.47
2020-02-26 15:10,199.79,200.95,198.38,198.50
2020-02-26 15:15,199.29,199.89,198.11,199.79
2020-02-26 15:20,198.60,199.40,198.50,199.29
2020-02-26 15:25,198.46,198.69,197.70,198.60
2020-02-26 15:30,199.30,199.60,198.24,198.46
2020-02-26 15:35,198.70,199.30,198.27,199.30
2020-02-26 15:40,198.21,198.77,197.98,198.70
2020-02-26 15:45,197.97,198.23,197.50,198.23
2020-02-26 15:50,197.09,198.40,197.00,197.97
2020-02-26 15:55,197.47,198.20,196.60,197.11
2020-02-26 16:00,197.99,198.00,197.36,197.40
2020-02-26 16:05,199.16,200.20,197.83,197.99
2020-02-26 16:10,200.34,200.69,199.00,199.05
2020-02-26 16:15,202.58,202.65,200.34,200.41
2020-02-26 16:20,201.94,202.70,201.63,202.58
2020-02-26 16:25,201.82,202.06,201.38,201.93
2020-02-26 16:30,201.60,201.84,200.88,201.84
2020-02-26 16:35,203.42,203.44,201.69,201.69
2020-02-26 16:40,203.71,204.00,203.15,203.42
2020-02-26 16:45,201.92,203.78,201.70,203.71
2020-02-26 16:50,200.74,201.94,199.00,201.92
2020-02-26 16:55,200.70,201.50,200.21,200.74
2020-02-26 17:00,200.32,201.30,200.20,200.70
2020-02-26 17:05,200.32,200.63,199.60,200.24
2020-02-26 17:10,200.25,200.44,199.80,200.28
2020-02-26 17:15,199.00,200.49,198.77,200.21
2020-02-26 17:20,198.58,199.00,197.38,199.00
2020-02-26 17:25,199.29,199.38,197.83,198.58
2020-02-26 17:30,198.79,199.37,198.20,199.30
2020-02-26 17:35,198.48,198.79,197.95,198.78
2020-02-26 17:40,199.08,199.33,198.20,198.48
2020-02-26 17:45,199.38,199.44,198.33,199.02
2020-02-26 17:50,200.00,200.00,199.25,199.35
2020-02-26 17:55,198.78,198.78,198.78,198.78
2020-02-26 18:00,202.88,205.27,202.34,204.78
2020-02-26 18:05,202.39,203.65,201.81,202.96
2020-02-26 18:10,202.71,203.00,202.03,202.41
2020-02-26 18:15,201.80,202.78,201.37,202.65
2020-02-26 18:20,201.52,201.87,200.83,201.80
2020-02-26 18:25,201.90,202.19,201.45,201.53
2020-02-26 18:30,201.97,202.38,201.83,201.93
2020-02-26 18:35,201.94,202.10,201.53,201.95
2020-02-26 18:40,202.90,202.99,201.90,201.94
2020-02-26 18:45,202.30,202.90,202.15,202.89
2020-02-26 18:50,202.46,202.60,202.24,202.31
2020-02-26 18:55,203.26,203.27,202.30,202.40
2020-02-27 10:00,203.18,203.80,202.61,203.21
2020-02-27 10:05,203.30,203.40,202.60,203.22
2020-02-27 10:10,203.82,204.11,203.11,203.19
2020-02-27 10:15,204.36,204.37,203.61,203.82
2020-02-27 10:20,204.69,205.09,204.29,204.36
2020-02-27 10:25,203.80,204.76,203.60,204.69
2020-02-27 10:30,204.00,204.07,203.71,203.77
2020-02-27 10:35,204.40,204.69,203.94,203.94
2020-02-27 10:40,203.10,204.49,203.03,204.40
2020-02-27 10:45,202.74,203.65,202.55,203.10
2020-02-27 10:50,202.39,202.86,202.02,202.74
2020-02-27 10:55,202.97,203.15,202.22,202.33
2020-02-27 11:00,201.50,202.90,201.20,202.90
2020-02-27 11:05,201.47,201.82,201.09,201.53
2020-02-27 11:10,201.97,202.38,201.37,201.47
2020-02-27 11:15,202.00,202.30,201.61,201.97
2020-02-27 11:20,202.03,202.30,201.76,202.00
2020-02-27 11:25,202.40,202.87,201.94,201.97
2020-02-27 11:30,202.33,202.76,202.00,202.36
2020-02-27 11:35,202.29,202.54,202.05,202.29
2020-02-27 11:40,202.04,202.36,201.80,202.28
2020-02-27 11:45,202.25,202.49,201.96,202.01
2020-02-27 11:50,202.40,202.49,202.25,202.32
2020-02-27 11:55,202.76,202.93,202.39,202.39
2020-02-27 12:00,202.30,202.79,202.13,202.77
2020-02-27 12:05,201.84,202.53,201.79,202.33
2020-02-27 12:10,201.38,202.10,201.10,201.84
2020-02-27 12:15,201.47,202.04,201.26,201.31
2020-02-27 12:20,201.83,201.88,201.47,201.50
2020-02-27 12:25,201.86,202.01,201.70,201.78
2020-02-27 12:30,201.65,202.20,201.60,201.83
2020-02-27 12:35,202.02,202.10,201.51,201.64
2020-02-27 12:40,201.96,202.19,201.66,202.05
2020-02-27 12:45,201.95,202.11,201.74,201.94
2020-02-27 12:50,202.43,202.49,201.95,201.95
2020-02-27 12:55,202.31,202.49,201.97,202.41
2020-02-27 13:00,202.38,202.49,202.30,202.33
2020-02-27 13:05,202.65,202.70,201.85,202.35
2020-02-27 13:10,202.46,202.70,202.16,202.65
2020-02-27 13:15,202.21,202.78,202.07,202.46
2020-02-27 13:20,201.82,202.38,201.65,202.21
2020-02-27 13:25,200.88,201.84,200.60,201.84
2020-02-27 13:30,201.28,201.66,200.75,200.89
2020-02-27 13:35,201.06,201.52,200.94,201.33
2020-02-27 13:40,200.60,201.15,200.25,201.00
2020-02-27 13:45,200.75,201.10,200.54,200.60
2020-02-27 13:50,200.75,200.97,200.44,200.74
2020-02-27 13:55,201.27,201.38,200.66,200.75
2020-02-27 14:00,202.42,202.45,201.22,201.22
2020-02-27 14:05,202.34,202.48,201.47,202.42
2020-02-27 14:10,202.33,202.54,202.05,202.33
2020-02-27 14:15,202.31,202.64,202.00,202.38
2020-02-27 14:20,203.30,203.64,202.11,202.31
2020-02-27 14:25,203.41,204.00,203.07,203.30
2020-02-27 14:30,203.00,203.70,203.00,203.45
2020-02-27 14:35,202.60,203.03,202.00,203.00
2020-02-27 14:40,202.15,202.86,202.01,202.57
2020-02-27 14:45,201.73,202.38,201.08,202.17
2020-02-27 14:50,201.84,202.10,201.62,201.72
2020-02-27 14:55,201.97,202.26,201.25,201.74
2020-02-27 15:00,201.71,202.03,201.33,201.96
2020-02-27 15:05,200.77,201.72,200.00,201.65
2020-02-27 15:10,201.38,201.60,200.50,200.73
2020-02-27 15:15,201.97,202.16,201.17,201.43
2020-02-27 15:20,201.85,202.35,201.69,202.00
2020-02-27 15:25,201.44,202.29,201.38,201.89
2020-02-27 15:30,201.50,201.76,201.01,201.48
2020-02-27 15:35,201.54,201.67,201.25,201.58
2020-02-27 15:40,201.57,201.67,201.28,201.51
2020-02-27 15:45,201.48,201.57,201.11,201.52
2020-02-27 15:50,201.61,202.19,201.48,201.48
2020-02-27 15:55,201.66,201.92,201.50,201.66
2020-02-27 16:00,201.52,201.69,201.35,201.58
2020-02-27 16:05,201.81,201.92,201.40,201.46
2020-02-27 16:10,201.46,201.93,201.32,201.83
2020-02-27 16:15,201.37,201.59,201.20,201.40
2020-02-27 16:20,201.43,201.58,201.02,201.31
2020-02-27 16:25,201.49,201.55,201.35,201.44
2020-02-27 16:30,199.58,201.51,199.50,201.50
2020-02-27 16:35,199.36,199.70,198.50,199.62
2020-02-27 16:40,199.99,200.25,199.29,199.36
2020-02-27 16:45,199.78,200.14,199.50,199.98
2020-02-27 16:50,198.33,199.75,198.20,199.75
2020-02-27 16:55,198.51,198.87,198.00,198.40
2020-02-27 17:00,201.92,203.44,198.08,198.48
2020-02-27 17:05,202.25,203.30,201.26,202.05
2020-02-27 17:10,200.91,202.87,200.72,202.32
2020-02-27 17:15,201.21,201.43,200.26,200.89
2020-02-27 17:20,201.40,202.49,200.96,201.21
2020-02-27 17:25,201.98,202.32,201.13,201.41
2020-02-27 17:30,201.61,202.34,201.35,201.89
2020-02-27 17:35,201.70,201.90,201.53,201.61
2020-02-27 17:40,201.48,201.48,201.48,201.48
2020-02-27 17:45,198.88,199.95,198.28,199.90
2020-02-27 17:50,199.95,200.30,198.51,198.84
2020-02-27 17:55,199.90,200.25,199.37,199.95
2020-02-27 18:00,199.65,199.98,199.47,199.89
2020-02-27 18:05,200.12,200.47,199.51,199.63
2020-02-27 18:10,200.47,200.66,200.04,200.06
2020-02-27 18:15,200.12,200.48,199.84,200.47
2020-02-27 18:20,200.00,200.18,199.90,200.12
2020-02-27 18:25,199.94,200.30,199.83,200.00
2020-02-27 18:30,200.10,200.29,199.87,200.00
2020-02-27 18:35,200.04,200.19,199.89,200.07
2020-02-27 18:40,200.15,200.15,199.75,200.10
2020-02-27 18:45,199.99,200.33,199.89,200.13
2020-02-27 18:50,199.98,200.45,199.80,200.00
2020-02-27 18:55,200.05,200.15,199.20,199.93
2020-02-28 10:00,200.25,200.46,200.01,200.11
2020-02-28 10:05,199.95,200.40,199.53,200.20
2020-02-28 10:10,199.78,199.99,199.31,199.95
2020-02-28 10:15,200.16,200.24,199.61,199.80
2020-02-28 10:20,200.18,200.32,199.75,200.14
2020-02-28 10:25,200.33,200.40,200.02,200.20
2020-02-28 10:30,200.31,200.64,200.08,200.31
2020-02-28 10:35,201.09,201.11,200.31,200.31
2020-02-28 10:40,200.73,201.11,200.55,201.06
2020-02-28 10:45,201.12,201.45,200.56,200.80
2020-02-28 10:50,200.79,201.98,200.75,201.11
2020-02-28 10:55,201.09,201.31,200.74,200.79
2020-02-28 11:00,201.41,201.49,201.03,201.15
2020-02-28 11:05,201.80,201.86,201.38,201.41
2020-02-28 11:10,201.63,202.18,201.60,201.80
2020-02-28 11:15,201.95,201.95,201.52,201.63
2020-02-28 11:20,202.70,203.00,201.87,201.92
2020-02-28 11:25,202.86,203.25,202.70,202.72
2020-02-28 11:30,202.85,203.23,202.70,202.82
2020-02-28 11:35,202.10,203.02,202.04,202.86
2020-02-28 11:40,202.40,202.47,202.01,202.04
2020-02-28 11:45,202.26,202.45,201.78,202.37
2020-02-28 11:50,202.24,202.30,201.85,202.21
2020-02-28 11:55,202.50,202.50,202.06,202.20
2020-02-28 12:00,202.85,203.27,202.48,202.50
2020-02-28 12:05,202.76,202.90,202.61,202.85
2020-02-28 12:10,203.04,203.24,202.77,202.80
2020-02-28 12:15,203.10,203.19,202.91,203.05
2020-02-28 12:20,203.46,203.72,202.87,203.10
2020-02-28 12:25,203.64,203.90,203.25,203.42
2020-02-28 12:30,203.80,203.90,203.56,203.66
2020-02-28 12:35,203.17,204.42,203.17,203.80
2020-02-28 12:40,203.33,203.60,203.11,203.21
2020-02-28 12:45,203.50,203.60,203.30,203.32
2020-02-28 12:50,202.87,203.60,202.45,203.46
2020-02-28 12:55,202.71,202.88,202.19,202.79
2020-02-28 13:00,202.48,202.89,202.35,202.79
2020-02-28 13:05,203.04,203.25,202.49,202.50
2020-02-28 13:10,203.14,203.30,202.87,203.05
2020-02-28 13:15,203.21,203.47,202.93,203.14
2020-02-28 13:20,203.11,203.29,202.90,203.19
2020-02-28 13:25,203.30,203.44,203.06,203.12
2020-02-28 13:30,203.17,203.50,202.91,203.25
2020-02-28 13:35,203.00,203.36,202.90,203.18
2020-02-28 13:40,202.99,203.17,202.78,202.94
2020-02-28 13:45,202.96,203.05,202.70,203.00
2020-02-28 13:50,203.38,203.50,202.98,202.98
2020-02-28 13:55,203.60,203.84,203.33,203.42
2020-02-28 14:00,203.46,203.80,203.34,203.64
2020-02-28 14:05,203.34,203.64,203.31,203.46
2020-02-28 14:10,203.50,203.50,203.21,203.36
2020-02-28 14:15,203.50,203.55,203.31,203.50
2020-02-28 14:20,203.84,203.98,203.44,203.44
2020-02-28 14:25,203.50,203.97,203.30,203.79
2020-02-28 14:30,203.30,203.60,203.11,203.50
2020-02-28 14:35,202.88,203.43,202.77,203.30
2020-02-28 14:40,202.67,202.91,202.53,202.79
2020-02-28 14:45,202.55,202.94,202.51,202.67
2020-02-28 14:50,201.90,202.56,201.80,202.54
2020-02-28 14:55,201.96,202.35,201.70,201.90
2020-02-28 15:00,202.34,203.18,201.96,201.96
2020-02-28 15:05,202.35,202.74,202.03,202.32
2020-02-28 15:10,202.39,202.59,202.20,202.40
2020-02-28 15:15,202.63,202.70,202.34,202.39
2020-02-28 15:20,202.68,202.84,202.32,202.65
2020-02-28 15:25,202.69,202.80,202.57,202.66
2020-02-28 15:30,202.60,202.90,202.39,202.66
2020-02-28 15:35,202.40,202.72,202.30,202.60
2020-02-28 15:40,202.35,202.67,202.26,202.44
2020-02-28 15:45,202.31,202.54,202.10,202.35
2020-02-28 15:50,202.65,202.71,202.14,202.31
2020-02-28 15:55,202.86,203.20,202.64,202.65
2020-02-28 16:00,202.71,203.08,202.63,202.81
2020-02-28 16:05,202.71,202.90,202.57,202.67
2020-02-28 16:10,202.30,202.76,202.30,202.67
2020-02-28 16:15,201.66,202.38,201.50,202.32
2020-02-28 16:20,200.82,201.74,200.60,201.62
2020-02-28 16:25,200.67,201.44,200.36,200.78
2020-02-28 16:30,200.51,201.15,200.40,200.62
2020-02-28 16:35,200.44,200.80,200.30,200.50
2020-02-28 16:40,200.67,200.72,200.10,200.42
2020-02-28 16:45,200.75,201.20,200.25,200.67
2020-02-28 16:50,201.02,201.30,200.44,200.80
2020-02-28 16:55,201.38,201.43,200.78,201.07
2020-02-28 17:00,200.72,201.36,200.60,201.29
2020-02-28 17:05,200.72,201.14,200.13,200.72
2020-02-28 17:10,200.63,201.05,200.43,200.72
2020-02-28 17:15,200.07,200.76,200.00,200.63
2020-02-28 17:20,199.98,200.36,199.75,200.07
2020-02-28 17:25,200.00,200.00,200.00,200.00
2020-02-28 17:30,202.55,203.43,202.00,203.00
2020-02-28 17:35,202.19,202.83,202.10,202.55
2020-02-28 17:40,202.23,202.29,201.66,202.19
2020-02-28 17:45,202.29,202.49,201.91,202.23
2020-02-28 17:50,202.20,202.63,202.00,202.30
2020-02-28 17:55,201.81,202.30,201.67,202.28
2020-02-28 18:00,201.96,202.17,201.69,201.87
2020-02-28 18:05,201.92,202.21,201.80,202.00
2020-02-28 18:10,201.82,202.00,201.78,201.92
2020-02-28 18:15,202.08,202.13,201.70,201.80
2020-02-28 18:20,202.01,202.20,201.96,202.10
2020-02-28 18:25,202.00,202.05,201.85,202.01
2020-02-28 18:30,201.90,202.37,201.90,202.05
2020-02-28 18:35,201.54,201.92,201.25,201.91
2020-02-28 18:40,200.81,201.54,200.81,201.51
2020-02-28 18:45,201.40,201.47,200.55,200.82
2020-02-28 18:50,200.89,201.40,200.60,201.38
2020-02-28 18:55,200.83,200.97,200.17,200.88
2020-03-02 10:00,200.87,201.18,200.42,200.82
2020-03-02 10:05,200.73,201.37,200.61,200.85
2020-03-02 10:10,200.83,201.16,200.50,200.71
2020-03-02 10:15,201.00,201.20,200.75,200.83
2020-03-02 10:20,201.46,201.58,200.85,201.00
2020-03-02 10:25,201.00,201.49,201.00,201.45
2020-03-02 10:30,201.09,201.18,200.91,201.02
2020-03-02 10:35,200.00,201.03,199.80,201.03
2020-03-02 10:40,200.41,200.50,199.79,200.00
2020-03-02 10:45,200.48,200.55,200.06,200.35
2020-03-02 10:50,200.11,200.55,200.11,200.44
2020-03-02 10:55,200.18,200.29,199.95,200.18
2020-03-02 11:00,200.00,200.22,199.86,200.20
2020-03-02 11:05,200.32,200.55,200.00,200.00
2020-03-02 11:10,200.08,200.46,199.95,200.27
2020-03-02 11:15,200.18,200.27,200.00,200.07
2020-03-02 11:20,200.21,200.29,199.88,200.18
2020-03-02 11:25,199.99,200.22,199.87,200.21
2020-03-02 11:30,199.82,200.01,199.32,199.94
2020-03-02 11:35,199.30,199.92,199.10,199.88
2020-03-02 11:40,198.96,199.44,198.90,199.24
2020-03-02 11:45,199.09,199.33,198.90,198.96
2020-03-02 11:50,198.75,199.17,198.65,199.14
2020-03-02 11:55,199.01,199.14,198.65,198.81
2020-03-02 12:00,199.33,199.51,199.00,199.04
2020-03-02 12:05,199.79,199.87,199.27,199.30
2020-03-02 12:10,199.92,199.93,199.58,199.77
2020-03-02 12:15,199.90,200.17,199.65,199.86
2020-03-02 12:20,199.37,199.96,199.36,199.84
2020-03-02 12:25,199.34,199.44,199.01,199.44
2020-03-02 12:30,199.62,199.72,199.29,199.32
2020-03-02 12:35,200.20,200.55,199.62,199.62
2020-03-02 12:40,200.26,200.74,199.44,200.16
2020-03-02 12:45,200.36,200.74,200.30,200.42
2020-03-02 12:50,199.93,200.44,199.93,200.36
2020-03-02 12:55,199.41,200.23,199.21,199.93
2020-03-02 13:00,199.20,199.73,199.01,199.39
2020-03-02 13:05,199.11,199.37,198.84,199.20
2020-03-02 13:10,199.18,199.30,198.90,199.11
2020-03-02 13:15,199.11,199.19,198.94,199.19
2020-03-02 13:20,199.00,199.16,198.77,199.14
2020-03-02 13:25,199.21,199.27,198.83,199.00
2020-03-02 13:30,199.43,199.50,199.05,199.14
2020-03-02 13:35,199.65,199.83,199.41,199.47
2020-03-02 13:40,200.10,200.15,199.60,199.60
2020-03-02 13:45,199.92,200.16,199.88,200.09
2020-03-02 13:50,200.03,200.06,199.80,199.94
2020-03-02 13:55,200.06,200.24,199.91,200.00
2020-03-02 14:00,199.73,200.14,199.65,200.10
2020-03-02 14:05,200.03,200.04,199.50,199.79
2020-03-02 14:10,200.16,200.25,199.88,200.01
2020-03-02 14:15,199.51,200.18,199.51,200.11
2020-03-02 14:20,199.48,199.74,199.24,199.51
2020-03-02 14:25,199.26,199.72,199.25,199.53
2020-03-02 14:30,199.23,199.45,199.21,199.30
2020-03-02 14:35,199.39,199.60,199.25,199.28
2020-03-02 14:40,199.33,199.60,199.21,199.38
2020-03-02 14:45,199.06,199.33,198.90,199.33
2020-03-02 14:50,198.58,199.06,198.51,199.05
2020-03-02 14:55,198.01,198.70,198.00,198.62
2020-03-02 15:00,197.75,198.33,197.50,198.00
2020-03-02 15:05,198.11,198.34,197.65,197.78
2020-03-02 15:10,198.56,198.60,198.10,198.11
2020-03-02 15:15,198.38,198.85,198.38,198.58
2020-03-02 15:20,198.20,198.41,198.00,198.38
2020-03-02 15:25,197.83,198.32,197.83,198.15
2020-03-02 15:30,198.05,198.16,197.63,197.88
2020-03-02 15:35,198.16,198.29,197.78,198.01
2020-03-02 15:40,198.72,198.78,198.14,198.22
2020-03-02 15:45,198.50,198.70,197.80,198.70
2020-03-02 15:50,198.38,198.89,198.27,198.53
2020-03-02 15:55,198.77,198.77,198.13,198.38
2020-03-02 16:00,198.54,198.77,198.14,198.77
2020-03-02 16:05,198.76,199.30,198.41,198.57
2020-03-02 16:10,198.91,198.96,198.41,198.85
2020-03-02 16:15,198.58,198.96,198.42,198.94
2020-03-02 16:20,198.50,198.81,198.25,198.53
2020-03-02 16:25,198.24,198.50,197.87,198.50
2020-03-02 16:30,198.26,198.56,198.07,198.22
2020-03-02 16:35,198.16,198.27,198.00,198.25
2020-03-02 16:40,199.13,199.20,198.18,198.19
2020-03-02 16:45,198.90,199.15,198.50,199.15
2020-03-02 16:50,198.86,199.20,198.60,198.94
2020-03-02 16:55,198.56,198.94,198.56,198.86
2020-03-02 17:00,198.50,199.00,198.36,198.62
2020-03-02 17:05,198.40,198.58,198.20,198.42
2020-03-02 17:10,198.00,198.00,198.00,198.00
2020-03-02 17:15,193.30,194.00,192.21,193.49
2020-03-02 17:20,193.74,194.00,193.02,193.30
2020-03-02 17:25,193.41,194.23,193.20,193.74
2020-03-02 17:30,192.53,193.77,192.30,193.35
2020-03-02 17:35,192.35,192.66,192.21,192.53
2020-03-02 17:40,191.12,192.56,191.03,192.35
2020-03-02 17:45,191.58,191.80,190.40,191.12
2020-03-02 17:50,191.99,192.18,191.52,191.64
2020-03-02 17:55,191.93,192.40,191.69,191.99
2020-03-02 18:00,191.74,191.99,191.30,191.90
2020-03-02 18:05,191.38,191.98,191.35,191.79
2020-03-02 18:10,191.80,191.87,191.17,191.39
2020-03-02 18:15,191.39,192.10,191.01,191.79
2020-03-02 18:20,191.09,191.49,190.80,191.40
2020-03-02 18:25,191.33,191.38,190.41,191.06
2020-03-02 18:30,190.84,191.55,190.51,191.37
2020-03-02 18:35,191.00,191.37,190.70,190.84
2020-03-02 18:40,190.62,191.06,190.05,191.00
2020-03-02 18:45,189.64,190.81,189.10,190.61
2020-03-02 18:50,188.35,190.10,188.01,189.64
2020-03-02 18:55,188.25,189.29,188.14,188.35
2020-03-03 10:00,189.70,189.72,188.13,188.20
2020-03-03 10:05,189.54,189.76,189.11,189.67
2020-03-03 10:10,189.88,190.29,189.59,189.59
2020-03-03 10:15,190.27,190.39,189.70,189.88
2020-03-03 10:20,189.72,190.32,189.55,190.27
2020-03-03 10:25,189.34,189.97,189.13,189.72
2020-03-03 10:30,189.10,189.40,188.90,189.34
2020-03-03 10:35,188.73,189.36,188.53,189.19
2020-03-03 10:40,189.21,189.24,188.30,188.73
2020-03-03 10:45,189.11,189.74,189.09,189.21
2020-03-03 10:50,188.63,189.19,188.23,189.18
2020-03-03 10:55,188.44,188.96,188.25,188.66
2020-03-03 11:00,188.44,188.78,188.15,188.52
2020-03-03 11:05,189.05,189.50,188.16,188.40
2020-03-03 11:10,189.18,189.75,188.56,189.05
2020-03-03 11:15,189.58,189.85,189.18,189.23
2020-03-03 11:20,189.81,190.12,189.45,189.56
2020-03-03 11:25,190.37,190.40,189.31,189.87
2020-03-03 11:30,190.30,190.40,189.86,190.34
2020-03-03 11:35,190.11,190.37,189.92,190.21
2020-03-03 11:40,190.10,190.38,189.91,190.11
2020-03-03 11:45,189.96,190.69,189.80,190.15
2020-03-03 11:50,188.55,190.11,187.80,189.95
2020-03-03 11:55,189.09,189.20,188.09,188.45
2020-03-03 12:00,189.20,189.70,188.76,189.02
2020-03-03 12:05,189.17,189.65,189.07,189.21
2020-03-03 12:10,188.87,189.39,188.60,189.11
2020-03-03 12:15,188.89,189.22,188.73,188.87
2020-03-03 12:20,188.06,189.00,188.00,188.86
2020-03-03 12:25,188.42,188.92,188.00,188.04
2020-03-03 12:30,188.55,188.88,188.42,188.48
2020-03-03 12:35,187.81,188.64,187.80,188.49
2020-03-03 12:40,187.25,188.02,186.85,187.81
2020-03-03 12:45,187.87,188.10,187.20,187.20
2020-03-03 12:50,187.80,188.23,187.56,187.95
2020-03-03 12:55,187.43,187.99,187.07,187.80
2020-03-03 13:00,186.34,187.41,185.82,187.41
2020-03-03 13:05,186.42,186.60,186.01,186.37
2020-03-03 13:10,185.45,186.45,185.35,186.42
2020-03-03 13:15,186.02,186.18,185.13,185.42
2020-03-03 13:20,186.53,186.88,185.90,186.04
2020-03-03 13:25,186.22,186.55,185.89,186.55
2020-03-03 13:30,187.03,187.03,186.08,186.25
2020-03-03 13:35,187.41,187.69,186.74,187.05
2020-03-03 13:40,187.21,187.50,186.99,187.49
2020-03-03 13:45,187.72,187.75,187.14,187.14
2020-03-03 13:50,187.74,187.75,187.50,187.72
2020-03-03 13:55,187.20,187.74,186.82,187.74
2020-03-03 14:00,187.04,187.48,186.97,187.25
2020-03-03 14:05,186.90,187.23,186.44,187.01
2020-03-03 14:10,187.06,187.10,186.77,186.95
2020-03-03 14:15,187.70,187.70,186.87,187.01
2020-03-03 14:20,187.00,187.70,186.80,187.64
2020-03-03 14:25,186.29,187.09,186.15,187.03
2020-03-03 14:30,187.10,187.33,186.14,186.26
2020-03-03 14:35,186.51,187.50,186.15,187.10
2020-03-03 14:40,187.23,187.29,186.50,186.56
2020-03-03 14:45,188.00,188.00,187.17,187.17
2020-03-03 14:50,188.50,188.90,187.95,187.95
2020-03-03 14:55,187.60,188.50,187.20,188.50
2020-03-03 15:00,188.66,188.87,187.51,187.53
2020-03-03 15:05,188.62,188.73,187.91,188.60
2020-03-03 15:10,188.65,188.72,188.23,188.59
2020-03-03 15:15,189.00,189.00,188.41,188.68
2020-03-03 15:20,189.45,189.49,188.83,189.00
2020-03-03 15:25,188.79,189.80,188.53,189.45
2020-03-03 15:30,188.64,189.05,188.35,188.73
2020-03-03 15:35,188.92,189.18,188.30,188.65
2020-03-03 15:40,189.20,189.38,188.75,188.87
2020-03-03 15:45,189.00,189.69,188.93,189.20
2020-03-03 15:50,189.75,190.27,188.99,188.99
2020-03-03 15:55,189.45,189.78,189.04,189.78
2020-03-03 16:00,188.39,189.62,188.25,189.43
2020-03-03 16:05,187.68,188.65,187.50,188.31
2020-03-03 16:10,187.22,188.00,187.01,187.62
2020-03-03 16:15,187.49,187.97,187.13,187.23
2020-03-03 16:20,186.05,187.79,186.01,187.49
2020-03-03 16:25,186.80,187.21,186.02,186.05
2020-03-03 16:30,186.26,187.05,186.25,186.80
2020-03-03 16:35,186.33,186.61,186.20,186.32
2020-03-03 16:40,187.84,188.00,186.28,186.33
2020-03-03 16:45,188.14,188.87,187.75,187.80
2020-03-03 16:50,188.29,188.75,187.69,188.14
2020-03-03 16:55,188.27,188.27,188.27,188.27
2020-03-03 17:00,165.18,169.74,161.01,169.45
2020-03-03 17:05,168.79,169.44,164.95,165.36
2020-03-03 17:10,168.82,169.54,167.58,168.88
2020-03-03 17:15,172.28,173.00,168.50,168.67
2020-03-03 17:20,170.19,172.50,168.80,172.28
2020-03-03 17:25,169.66,170.19,168.97,170.17
2020-03-03 17:30,170.11,170.42,169.33,169.74
2020-03-03 17:35,169.85,171.34,169.59,170.13
2020-03-03 17:40,170.67,171.00,169.77,169.85
2020-03-03 17:45,170.89,172.00,170.40,170.67
2020-03-03 17:50,171.67,172.11,170.44,170.89
2020-03-03 17:55,171.49,171.74,170.73,171.74
2020-03-03 18:00,170.49,172.10,170.30,171.44
2020-03-03 18:05,171.01,171.28,169.70,170.49
2020-03-03 18:10,170.29,171.26,169.99,171.00
2020-03-03 18:15,169.42,170.30,169.00,170.29
