<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;5;20200127;130500;231.4100000;232.2200000;231.4100000;231.8600000;839510
GAZP;5;20200127;131000;231.9000000;231.9900000;231.2300000;231.2500000;1021190
GAZP;5;20200127;131500;231.2700000;231.5000000;231.2500000;231.4600000;899690
GAZP;5;20200127;132000;231.4600000;231.7800000;231.2100000;231.3600000;966970
GAZP;5;20200127;132500;231.3500000;231.4400000;230.4500000;230.9000000;3579400
GAZP;5;20200127;133000;230.8200000;231.4300000;230.7000000;231.4200000;3889360
GAZP;5;20200127;133500;231.4200000;231.9400000;231.3400000;231.5300000;532770
GAZP;5;20200127;134000;231.5300000;231.5500000;231.1500000;231.2300000;295980
GAZP;5;20200127;134500;231.2300000;231.3600000;230.5000000;230.8000000;620390
GAZP;5;20200127;135000;230.8000000;230.8200000;230.1500000;230.5900000;983710
GAZP;5;20200127;135500;230.6500000;230.7200000;230.4000000;230.7200000;1306660
GAZP;5;20200127;140000;230.7200000;230.8600000;230.2000000;230.2000000;861770
GAZP;5;20200127;140500;230.2500000;230.8300000;230.0100000;230.7600000;1316720
GAZP;5;20200127;141000;230.7600000;230.7600000;229.8200000;230.2200000;2099830
GAZP;5;20200127;141500;230.2200000;230.3000000;229.8600000;230.0200000;1930310
GAZP;5;20200127;142000;230.0000000;230.5500000;230.0000000;230.5500000;860350
GAZP;5;20200127;142500;230.5500000;230.8900000;230.5000000;230.8000000;804870
GAZP;5;20200127;143000;230.8000000;231.0000000;230.6600000;230.9900000;1402340
GAZP;5;20200127;143500;230.9900000;231.0000000;230.6700000;230.7100000;5002720
GAZP;5;20200127;144000;230.7800000;231.5000000;230.6100000;231.2700000;1708440
GAZP;5;20200127;144500;231.3300000;231.4500000;231.1100000;231.2300000;271010
GAZP;5;20200127;145000;231.2700000;231.3500000;231.0600000;231.1400000;222290
GAZP;5;20200127;145500;231.0600000;231.6900000;231.0500000;231.6000000;270850
GAZP;5;20200127;150000;231.6000000;231.7400000;231.4700000;231.5000000;530290
GAZP;5;20200127;150500;231.4600000;231.5000000;231.1700000;231.2900000;518910
GAZP;5;20200127;151000;231.2200000;231.3000000;230.5800000;230.9100000;840260
GAZP;5;20200127;151500;230.9100000;231.3300000;230.9000000;231.2300000;170910
GAZP;5;20200127;152000;231.2300000;231.2500000;230.8500000;231.1800000;208950
GAZP;5;20200127;152500;231.1000000;231.3000000;231.0200000;231.0600000;523940
GAZP;5;20200127;153000;231.0200000;231.1000000;230.9000000;231.0400000;439840
GAZP;5;20200127;153500;231.0600000;231.0900000;230.8100000;231.0700000;303840
GAZP;5;20200127;154000;231.0700000;231.2000000;230.9500000;231.1000000;343370
GAZP;5;20200127;154500;231.0600000;231.1200000;230.9000000;231.1000000;202500
GAZP;5;20200127;155000;231.1000000;231.1000000;230.9000000;231.0300000;151920
GAZP;5;20200127;155500;231.0000000;231.0800000;230.8000000;230.9800000;1711090
GAZP;5;20200127;160000;230.9300000;231.0000000;230.6900000;230.8000000;408630
GAZP;5;20200127;160500;230.7900000;230.8000000;230.5000000;230.7200000;432160
GAZP;5;20200127;161000;230.7000000;230.9000000;230.5000000;230.6000000;362960
GAZP;5;20200127;161500;230.6000000;230.6000000;230.5000000;230.5200000;1019040
GAZP;5;20200127;162000;230.5000000;230.6000000;230.1600000;230.1900000;562500
GAZP;5;20200127;162500;230.1900000;230.4300000;230.1100000;230.1200000;295840
GAZP;5;20200127;163000;230.1200000;230.5200000;230.0700000;230.4100000;303010
GAZP;5;20200127;163500;230.3700000;230.4400000;229.9000000;230.1300000;2422970
GAZP;5;20200127;164000;230.1400000;230.4000000;230.1000000;230.3900000;694910
GAZP;5;20200127;164500;230.3900000;230.4000000;230.1600000;230.3100000;432400
GAZP;5;20200127;165000;230.3100000;230.5000000;230.2700000;230.4100000;988410
GAZP;5;20200127;165500;230.4000000;230.4900000;230.2100000;230.2400000;627920
GAZP;5;20200127;170000;230.2400000;230.4500000;230.1600000;230.4400000;1180830
GAZP;5;20200127;170500;230.4300000;230.9000000;230.3000000;230.5500000;845000
GAZP;5;20200127;171000;230.5500000;230.6000000;230.1200000;230.3200000;598500
GAZP;5;20200127;171500;230.3900000;230.4000000;230.1000000;230.1700000;935620
GAZP;5;20200127;172000;230.1700000;230.3900000;230.0800000;230.1400000;518730
GAZP;5;20200127;172500;230.1400000;230.2500000;229.6500000;229.9000000;5397600
GAZP;5;20200127;173000;229.9000000;230.4000000;229.7400000;230.3000000;2861600
GAZP;5;20200127;173500;230.3000000;230.6000000;230.0600000;230.1600000;1007620
GAZP;5;20200127;174000;230.1500000;230.4700000;230.1500000;230.3500000;854310
GAZP;5;20200127;174500;230.3000000;230.7000000;230.3000000;230.6000000;1244450
GAZP;5;20200127;175000;230.6000000;230.8000000;230.6000000;230.7700000;880760
GAZP;5;20200127;175500;230.7700000;230.9500000;230.6000000;230.7900000;566850
GAZP;5;20200127;180000;230.7900000;230.8800000;230.6000000;230.6200000;763350
GAZP;5;20200127;180500;230.6500000;230.9200000;230.6000000;230.8000000;1073300
GAZP;5;20200127;181000;230.7900000;230.8000000;230.4000000;230.5600000;412480
GAZP;5;20200127;181500;230.5800000;230.7600000;230.3300000;230.3900000;583510
GAZP;5;20200127;182000;230.4000000;230.7500000;230.2700000;230.5400000;712960
GAZP;5;20200127;182500;230.5400000;230.7900000;230.4000000;230.7600000;1159210
GAZP;5;20200127;183000;230.7900000;231.2500000;230.6400000;231.1900000;1128340
GAZP;5;20200127;183500;231.1800000;232.3100000;231.0900000;232.1100000;2252100
GAZP;5;20200127;184500;230.9600000;230.9600000;230.9600000;230.9600000;999460
GAZP;5;20200128;100000;232.6100000;233.3300000;231.4100000;231.5300000;1806190
GAZP;5;20200128;100500;231.5000000;232.3500000;231.3500000;232.0800000;1212100
GAZP;5;20200128;101000;232.0800000;233.2400000;231.9300000;233.0900000;1185570
GAZP;5;20200128;101500;233.0300000;233.6000000;233.0000000;233.1900000;1348850
GAZP;5;20200128;102000;233.1400000;233.5700000;233.0000000;233.3100000;851970
GAZP;5;20200128;102500;233.3000000;233.5000000;233.2300000;233.3000000;353970
GAZP;5;20200128;103000;233.2700000;233.3000000;233.0000000;233.0200000;542560
GAZP;5;20200128;103500;233.0500000;233.2000000;232.8100000;233.0000000;448170
GAZP;5;20200128;104000;233.0000000;233.1600000;232.8200000;232.8900000;763040
GAZP;5;20200128;104500;232.8900000;233.0000000;232.7000000;232.9200000;482210
GAZP;5;20200128;105000;232.9200000;232.9300000;232.7300000;232.9100000;338420
GAZP;5;20200128;105500;232.9000000;233.0700000;232.8600000;233.0200000;693520
GAZP;5;20200128;110000;233.0200000;233.0400000;231.5500000;231.6200000;1381120
GAZP;5;20200128;110500;231.6400000;232.2500000;230.8000000;232.0600000;1646330
GAZP;5;20200128;111000;232.0700000;232.6800000;231.9100000;232.2500000;658850
GAZP;5;20200128;111500;232.2600000;232.2600000;231.6100000;231.6400000;380610
GAZP;5;20200128;112000;231.6400000;231.9400000;231.1500000;231.3600000;419290
GAZP;5;20200128;112500;231.3300000;231.3700000;230.8000000;231.1700000;646090
GAZP;5;20200128;113000;231.1900000;231.4900000;230.9800000;231.2900000;739870
GAZP;5;20200128;113500;231.2900000;231.3000000;230.7700000;231.0100000;489930
GAZP;5;20200128;114000;231.0200000;231.0500000;230.5000000;230.8100000;410560
GAZP;5;20200128;114500;230.8100000;231.1800000;230.4800000;230.5500000;459520
GAZP;5;20200128;115000;230.5600000;230.8000000;230.2300000;230.2300000;738240
GAZP;5;20200128;115500;230.2400000;230.6300000;230.2400000;230.6300000;272430
GAZP;5;20200128;120000;230.6100000;230.6100000;229.9200000;230.0300000;1679760
GAZP;5;20200128;120500;230.0100000;230.1500000;229.5500000;229.9700000;1125330
GAZP;5;20200128;121000;229.9700000;230.2900000;229.7300000;229.7600000;752570
GAZP;5;20200128;121500;229.7600000;229.7600000;229.2000000;229.3200000;1566880
GAZP;5;20200128;122000;229.3200000;229.4200000;229.0100000;229.1100000;1031370
GAZP;5;20200128;122500;229.1100000;229.6000000;229.0000000;229.5400000;1146690
GAZP;5;20200128;123000;229.5700000;230.2000000;229.3000000;230.2000000;588990
GAZP;5;20200128;123500;230.1300000;230.7400000;230.0000000;230.5600000;505840
GAZP;5;20200128;124000;230.6400000;230.9400000;230.4100000;230.5600000;431200
GAZP;5;20200128;124500;230.5600000;230.9600000;230.5300000;230.6900000;434900
GAZP;5;20200128;125000;230.7000000;232.6100000;230.6100000;231.5500000;2870830
GAZP;5;20200128;125500;231.5400000;232.4000000;231.5200000;231.8400000;629500
GAZP;5;20200128;130000;231.8300000;232.9400000;231.8300000;232.3300000;1118030
GAZP;5;20200128;130500;232.3100000;232.8500000;232.0900000;232.2700000;482840
GAZP;5;20200128;131000;232.2500000;232.2500000;231.6300000;231.8200000;733390
GAZP;5;20200128;131500;231.8300000;231.8500000;231.4300000;231.6000000;483960
GAZP;5;20200128;132000;231.5800000;231.9400000;231.5400000;231.9400000;359230
GAZP;5;20200128;132500;231.9600000;232.4300000;231.5800000;232.4300000;698140
GAZP;5;20200128;133000;232.4100000;233.1300000;232.3900000;233.1000000;1607340
GAZP;5;20200128;133500;233.0600000;233.8500000;233.0400000;233.6000000;1342760
GAZP;5;20200128;134000;233.6000000;234.9000000;233.6000000;234.5000000;2585370
GAZP;5;20200128;134500;234.4000000;234.8600000;234.0600000;234.6500000;1596440
GAZP;5;20200128;135000;234.6400000;234.7000000;234.0000000;234.1700000;687530
GAZP;5;20200128;135500;234.1700000;234.1700000;233.7400000;233.8000000;538830
GAZP;5;20200128;140000;233.8000000;233.9900000;233.6700000;233.6800000;532870
GAZP;5;20200128;140500;233.6800000;233.8400000;233.0100000;233.1100000;864200
GAZP;5;20200128;141000;233.1100000;233.4000000;232.6200000;233.2100000;847930
GAZP;5;20200128;141500;233.2100000;234.2300000;233.1400000;233.6400000;487250
GAZP;5;20200128;142000;233.6500000;233.9600000;233.5100000;233.8500000;161250
GAZP;5;20200128;142500;233.7500000;233.9000000;233.3300000;233.7000000;190380
GAZP;5;20200128;143000;233.7000000;234.0000000;233.6300000;233.9700000;564280
GAZP;5;20200128;143500;234.0000000;234.1000000;233.7000000;233.8800000;231440
GAZP;5;20200128;144000;233.8700000;234.2400000;233.8100000;234.1700000;136680
GAZP;5;20200128;144500;234.1500000;234.2100000;233.7000000;233.8000000;185890
GAZP;5;20200128;145000;233.8000000;234.4000000;233.8000000;234.2600000;408670
GAZP;5;20200128;145500;234.2500000;234.6800000;234.1200000;234.6800000;649720
GAZP;5;20200128;150000;234.6400000;234.7700000;234.5000000;234.7700000;619520
GAZP;5;20200128;150500;234.7700000;234.8900000;234.6000000;234.8700000;599210
GAZP;5;20200128;151000;234.8700000;234.9300000;234.7000000;234.8600000;884690
GAZP;5;20200128;151500;234.8800000;235.8400000;234.8100000;235.7200000;3099450
GAZP;5;20200128;152000;235.7200000;236.4300000;235.6000000;235.9000000;3680220
GAZP;5;20200128;152500;235.8900000;236.5800000;235.7700000;235.9400000;1112650
GAZP;5;20200128;153000;235.9400000;236.1900000;235.7700000;235.9700000;501640
GAZP;5;20200128;153500;235.9700000;236.5000000;235.9700000;236.2000000;536880
GAZP;5;20200128;154000;236.2000000;236.4500000;236.0100000;236.4500000;522490
GAZP;5;20200128;154500;236.4500000;236.6200000;236.2000000;236.4900000;575080
GAZP;5;20200128;155000;236.4900000;236.9900000;236.4500000;236.8900000;950860
GAZP;5;20200128;155500;236.9400000;237.5900000;236.7400000;236.9600000;2051170
GAZP;5;20200128;160000;236.9600000;237.2000000;235.8000000;236.2800000;1089440
GAZP;5;20200128;160500;236.2800000;236.4500000;235.7700000;236.3000000;582400
GAZP;5;20200128;161000;236.3000000;236.3400000;236.1000000;236.1700000;359100
GAZP;5;20200128;161500;236.1700000;236.2100000;235.2100000;235.4900000;762010
GAZP;5;20200128;162000;235.3800000;235.4800000;234.8300000;235.2600000;1080590
GAZP;5;20200128;162500;235.3000000;235.6400000;235.2300000;235.4700000;345850
GAZP;5;20200128;163000;235.4000000;235.6000000;235.2800000;235.5100000;285820
GAZP;5;20200128;163500;235.5100000;236.0000000;235.0500000;236.0000000;664980
GAZP;5;20200128;164000;236.0000000;236.4300000;235.9300000;235.9900000;582540
GAZP;5;20200128;164500;235.9900000;236.0000000;235.0500000;235.5400000;496480
GAZP;5;20200128;165000;235.5900000;235.7500000;235.1700000;235.2600000;266360
GAZP;5;20200128;165500;235.2600000;235.4200000;234.8000000;235.0000000;468170
GAZP;5;20200128;170000;234.9900000;235.0000000;234.6300000;234.9300000;256110
GAZP;5;20200128;170500;234.9500000;235.4000000;234.6100000;234.7600000;535020
GAZP;5;20200128;171000;234.7700000;235.0000000;234.7600000;234.9900000;249300
GAZP;5;20200128;171500;235.0000000;235.4200000;235.0000000;235.4000000;217100
GAZP;5;20200128;172000;235.4000000;235.7500000;234.9500000;235.0500000;358100
GAZP;5;20200128;172500;235.1300000;235.2400000;234.5300000;234.5300000;377680
GAZP;5;20200128;173000;234.5300000;234.7800000;234.0000000;234.0300000;1377460
GAZP;5;20200128;173500;234.0000000;234.0700000;233.5000000;233.6000000;1803120
GAZP;5;20200128;174000;233.5400000;233.8000000;233.5000000;233.6300000;1237100
GAZP;5;20200128;174500;233.6800000;233.7800000;233.5000000;233.5500000;808080
GAZP;5;20200128;175000;233.5200000;234.3000000;233.5100000;234.0100000;819610
GAZP;5;20200128;175500;234.0100000;234.4000000;233.9000000;234.1500000;400560
GAZP;5;20200128;180000;234.1800000;234.4900000;234.0000000;234.1600000;545030
GAZP;5;20200128;180500;234.1200000;234.8300000;234.1200000;234.6600000;603980
GAZP;5;20200128;181000;234.6000000;234.8000000;234.4100000;234.5000000;603100
GAZP;5;20200128;181500;234.5000000;235.0000000;234.3400000;235.0000000;947260
GAZP;5;20200128;182000;235.0000000;235.4900000;234.6600000;234.9300000;711180
GAZP;5;20200128;182500;234.9100000;235.2500000;234.6900000;234.8300000;558740
GAZP;5;20200128;183000;234.7700000;235.4400000;234.6900000;235.2700000;540440
GAZP;5;20200128;183500;235.2300000;235.3400000;235.0100000;235.2600000;765570
GAZP;5;20200128;184500;235.0000000;235.0000000;235.0000000;235.0000000;1046060
GAZP;5;20200129;100000;236.9000000;236.9300000;235.0600000;236.7400000;1743720
GAZP;5;20200129;100500;236.7700000;236.8800000;235.8200000;236.1500000;1260450
GAZP;5;20200129;101000;236.1300000;236.5900000;236.0200000;236.4700000;399630
GAZP;5;20200129;101500;236.4400000;236.7300000;236.3000000;236.7300000;393390
GAZP;5;20200129;102000;236.7300000;236.7400000;236.3100000;236.4300000;207460
GAZP;5;20200129;102500;236.4300000;236.5000000;235.8700000;235.9000000;407900
GAZP;5;20200129;103000;235.9000000;236.0400000;235.2000000;235.5300000;553330
GAZP;5;20200129;103500;235.4700000;235.9300000;235.2800000;235.8900000;305800
GAZP;5;20200129;104000;235.9000000;236.6500000;235.8700000;236.1100000;931090
GAZP;5;20200129;104500;236.1100000;236.7700000;236.0000000;236.3100000;473850
GAZP;5;20200129;105000;236.3200000;236.3200000;235.9700000;236.1800000;377380
GAZP;5;20200129;105500;236.1900000;236.5000000;236.0000000;236.4600000;274950
GAZP;5;20200129;110000;236.4700000;236.4800000;235.5200000;235.7600000;1039690
GAZP;5;20200129;110500;235.8000000;235.8200000;235.4000000;235.5900000;329330
GAZP;5;20200129;111000;235.5300000;235.9400000;235.4000000;235.4900000;419430
GAZP;5;20200129;111500;235.4800000;235.9900000;235.4700000;235.6400000;273470
GAZP;5;20200129;112000;235.6400000;235.7000000;235.5300000;235.6100000;169970
GAZP;5;20200129;112500;235.6100000;235.9100000;235.5300000;235.9100000;226160
GAZP;5;20200129;113000;235.9400000;236.7300000;235.9400000;236.6500000;1284430
GAZP;5;20200129;113500;236.6900000;237.3600000;236.6500000;237.0000000;1417210
GAZP;5;20200129;114000;237.0000000;237.0000000;236.3600000;236.6300000;386490
GAZP;5;20200129;114500;236.5700000;236.8100000;236.2200000;236.2500000;172830
GAZP;5;20200129;115000;236.2400000;236.4400000;236.1600000;236.3100000;282580
GAZP;5;20200129;115500;236.3100000;236.3100000;235.8200000;235.9700000;398800
GAZP;5;20200129;120000;235.9700000;236.0000000;235.5100000;235.7000000;597190
GAZP;5;20200129;120500;235.7300000;235.7300000;235.4100000;235.5400000;523560
GAZP;5;20200129;121000;235.5600000;235.5700000;235.0600000;235.1300000;880400
GAZP;5;20200129;121500;235.1400000;235.5800000;235.0900000;235.4800000;428400
GAZP;5;20200129;122000;235.5100000;235.5100000;235.0000000;235.0900000;527140
GAZP;5;20200129;122500;235.0900000;235.6000000;235.0000000;235.6000000;377740
GAZP;5;20200129;123000;235.5800000;235.6300000;235.1500000;235.5300000;251120
GAZP;5;20200129;123500;235.5700000;235.5800000;235.0900000;235.4700000;224260
GAZP;5;20200129;124000;235.4700000;236.0300000;235.1700000;235.4800000;1056020
GAZP;5;20200129;124500;235.4800000;235.5500000;235.2000000;235.3500000;268630
GAZP;5;20200129;125000;235.3500000;235.4900000;235.2700000;235.4800000;247010
GAZP;5;20200129;125500;235.4900000;235.7100000;235.3000000;235.3400000;179580
GAZP;5;20200129;130000;235.3700000;235.4300000;235.2200000;235.2500000;175320
GAZP;5;20200129;130500;235.2400000;235.7900000;235.1700000;235.5000000;197500
GAZP;5;20200129;131000;235.5000000;235.8700000;235.5000000;235.8600000;136620
GAZP;5;20200129;131500;235.8400000;236.1500000;235.8000000;236.1000000;803880
GAZP;5;20200129;132000;236.1100000;236.6400000;236.1100000;236.4200000;887970
GAZP;5;20200129;132500;236.4400000;236.4400000;235.8400000;235.8600000;198650
GAZP;5;20200129;133000;235.9100000;235.9100000;235.6600000;235.6800000;71250
GAZP;5;20200129;133500;235.6800000;235.8900000;235.4100000;235.8700000;327250
GAZP;5;20200129;134000;235.8700000;236.1900000;235.8100000;235.8900000;232240
GAZP;5;20200129;134500;235.9300000;236.4500000;235.7100000;236.2000000;499860
GAZP;5;20200129;135000;236.2000000;236.2800000;236.0100000;236.2800000;141930
GAZP;5;20200129;135500;236.2800000;236.3100000;235.9000000;236.0200000;157870
GAZP;5;20200129;140000;236.0200000;236.0200000;235.8000000;235.9000000;150470
GAZP;5;20200129;140500;235.9000000;236.2000000;235.9000000;236.0700000;136150
GAZP;5;20200129;141000;236.1000000;236.1000000;235.7600000;235.7600000;67890
GAZP;5;20200129;141500;235.7600000;235.8200000;235.5400000;235.5600000;274710
GAZP;5;20200129;142000;235.5500000;236.0000000;235.5300000;236.0000000;240770
GAZP;5;20200129;142500;236.0000000;236.0000000;235.6900000;235.7400000;141970
GAZP;5;20200129;143000;235.7400000;236.0500000;235.5000000;235.6800000;398350
GAZP;5;20200129;143500;235.6300000;235.9200000;235.5800000;235.7600000;152720
GAZP;5;20200129;144000;235.8000000;235.8000000;235.5100000;235.6700000;180360
GAZP;5;20200129;144500;235.6600000;235.7000000;235.2500000;235.4600000;417230
GAZP;5;20200129;145000;235.4600000;235.4600000;235.1000000;235.1400000;428640
GAZP;5;20200129;145500;235.1400000;235.4100000;235.1100000;235.2000000;370650
GAZP;5;20200129;150000;235.2100000;235.2400000;234.5300000;234.7700000;1252700
GAZP;5;20200129;150500;234.7700000;234.8800000;234.1900000;234.4700000;748970
GAZP;5;20200129;151000;234.4700000;234.6000000;233.7500000;234.3300000;746510
GAZP;5;20200129;151500;234.3300000;234.3600000;233.8000000;233.9600000;403230
GAZP;5;20200129;152000;233.9600000;234.3700000;233.8600000;234.3000000;335990
GAZP;5;20200129;152500;234.3000000;234.4400000;234.2000000;234.3400000;269370
GAZP;5;20200129;153000;234.3400000;234.6900000;234.3400000;234.4600000;502440
GAZP;5;20200129;153500;234.4700000;234.4700000;233.9600000;234.1600000;441350
GAZP;5;20200129;154000;234.1600000;234.3100000;233.8300000;233.9100000;291560
GAZP;5;20200129;154500;233.8700000;233.9600000;233.3100000;233.9300000;893600
GAZP;5;20200129;155000;233.9200000;234.3500000;233.7100000;233.8400000;371910
GAZP;5;20200129;155500;233.7800000;233.9300000;233.4400000;233.5700000;334220
GAZP;5;20200129;160000;233.6100000;233.9800000;233.4100000;233.5000000;342640
GAZP;5;20200129;160500;233.5100000;233.9300000;233.1100000;233.3600000;683520
GAZP;5;20200129;161000;233.4100000;233.4200000;233.0100000;233.1300000;700850
GAZP;5;20200129;161500;233.1300000;233.2800000;232.8000000;232.8500000;1219820
GAZP;5;20200129;162000;232.8500000;233.4700000;232.7000000;233.0700000;1355820
GAZP;5;20200129;162500;233.0800000;233.7000000;233.0000000;233.1600000;867840
GAZP;5;20200129;163000;233.1600000;233.4500000;232.7200000;232.8400000;633630
GAZP;5;20200129;163500;232.8300000;232.8400000;232.3100000;232.3600000;922920
GAZP;5;20200129;164000;232.3400000;232.5000000;232.1100000;232.4500000;634650
GAZP;5;20200129;164500;232.4500000;233.1700000;232.4000000;232.9900000;441450
GAZP;5;20200129;165000;232.9900000;233.0200000;232.6600000;232.9600000;194690
GAZP;5;20200129;165500;232.9600000;233.0400000;232.7100000;232.9600000;354040
GAZP;5;20200129;170000;232.9800000;233.0800000;232.7000000;232.9800000;407560
GAZP;5;20200129;170500;232.9800000;233.0000000;232.6900000;232.9700000;254880
GAZP;5;20200129;171000;232.9700000;233.0800000;232.8100000;232.9000000;352640
GAZP;5;20200129;171500;232.8800000;233.0300000;232.6500000;232.8700000;651190
GAZP;5;20200129;172000;232.8100000;232.9700000;232.4500000;232.4500000;514100
GAZP;5;20200129;172500;232.4500000;233.0100000;232.4200000;232.8500000;357890
GAZP;5;20200129;173000;232.8500000;233.0000000;232.5700000;232.6400000;425860
GAZP;5;20200129;173500;232.6300000;232.8500000;232.6000000;232.6200000;233490
GAZP;5;20200129;174000;232.6200000;232.8900000;232.5000000;232.7000000;289150
GAZP;5;20200129;174500;232.7100000;232.7300000;232.1700000;232.2400000;635010
GAZP;5;20200129;175000;232.2400000;232.5700000;232.1000000;232.5300000;398460
GAZP;5;20200129;175500;232.5100000;232.5100000;231.9300000;231.9600000;1096440
GAZP;5;20200129;180000;231.9600000;232.0000000;231.4300000;231.6000000;908850
GAZP;5;20200129;180500;231.5900000;231.8800000;231.3000000;231.8800000;802950
GAZP;5;20200129;181000;231.8800000;232.1800000;231.6100000;232.0900000;608300
GAZP;5;20200129;181500;232.0600000;232.5200000;232.0300000;232.3400000;547280
GAZP;5;20200129;182000;232.3200000;232.7300000;232.2800000;232.6700000;441180
GAZP;5;20200129;182500;232.6500000;232.6500000;232.2800000;232.2800000;297130
GAZP;5;20200129;183000;232.3000000;232.5000000;231.9100000;231.9500000;482740
GAZP;5;20200129;183500;231.9500000;232.2900000;231.8400000;232.1400000;574770
GAZP;5;20200129;184500;232.0000000;232.0000000;232.0000000;232.0000000;1285370
GAZP;5;20200130;100000;230.7000000;230.7900000;229.4500000;230.1900000;1745730
GAZP;5;20200130;100500;230.1800000;230.7800000;230.1300000;230.2800000;821780
GAZP;5;20200130;101000;230.2500000;230.9800000;230.2100000;230.9300000;775830
GAZP;5;20200130;101500;230.8400000;231.3800000;230.7600000;231.2600000;873800
GAZP;5;20200130;102000;231.2700000;231.3000000;230.6600000;230.8500000;377910
GAZP;5;20200130;102500;230.7700000;230.9300000;230.7400000;230.8800000;238980
GAZP;5;20200130;103000;230.8800000;231.0600000;230.7200000;230.9300000;334060
GAZP;5;20200130;103500;230.9300000;230.9300000;230.2500000;230.3600000;308430
GAZP;5;20200130;104000;230.3600000;230.3600000;229.7000000;230.2800000;1197900
GAZP;5;20200130;104500;230.2100000;230.4000000;229.8500000;230.3900000;391400
GAZP;5;20200130;105000;230.4000000;230.4000000;229.9600000;230.1400000;235740
GAZP;5;20200130;105500;230.1500000;230.4000000;230.0900000;230.3900000;151140
GAZP;5;20200130;110000;230.3800000;230.6300000;229.8400000;230.1000000;763700
GAZP;5;20200130;110500;230.1000000;230.3500000;229.7100000;230.1700000;419340
GAZP;5;20200130;111000;230.2400000;230.4700000;229.9300000;230.3900000;517670
GAZP;5;20200130;111500;230.3500000;230.6000000;230.2000000;230.4500000;273370
GAZP;5;20200130;112000;230.4800000;230.6000000;230.2500000;230.5400000;172420
GAZP;5;20200130;112500;230.5400000;230.5900000;230.3100000;230.3500000;405030
GAZP;5;20200130;113000;230.4100000;230.4800000;230.2200000;230.2900000;183150
GAZP;5;20200130;113500;230.2900000;230.5700000;230.2900000;230.4100000;244840
GAZP;5;20200130;114000;230.4100000;230.5900000;230.1400000;230.2800000;187320
GAZP;5;20200130;114500;230.3300000;230.7500000;230.3200000;230.6400000;292780
GAZP;5;20200130;115000;230.6400000;231.0900000;230.5000000;230.8600000;479270
GAZP;5;20200130;115500;230.8100000;231.4300000;230.8100000;230.9200000;437190
GAZP;5;20200130;120000;230.9100000;231.1600000;230.7800000;231.1000000;210850
GAZP;5;20200130;120500;231.0100000;231.3700000;230.8500000;230.9400000;433290
GAZP;5;20200130;121000;230.9400000;230.9400000;230.6000000;230.7400000;198070
GAZP;5;20200130;121500;230.6700000;230.9800000;230.4300000;230.6900000;218020
GAZP;5;20200130;122000;230.8200000;231.0500000;230.5500000;230.7700000;255480
GAZP;5;20200130;122500;230.8400000;231.1000000;230.6200000;230.8000000;311760
GAZP;5;20200130;123000;230.8000000;231.1800000;230.6500000;231.1100000;572130
GAZP;5;20200130;123500;231.0400000;231.2800000;230.8100000;231.1000000;155910
GAZP;5;20200130;124000;231.1000000;231.3400000;230.9700000;231.2200000;194440
GAZP;5;20200130;124500;231.2200000;231.2800000;230.9000000;230.9100000;230310
GAZP;5;20200130;125000;230.9700000;231.2500000;230.9100000;231.1900000;157670
GAZP;5;20200130;125500;231.1700000;231.3600000;231.1200000;231.3600000;100090
GAZP;5;20200130;130000;231.3300000;231.3500000;230.8900000;230.9900000;181690
GAZP;5;20200130;130500;230.9500000;231.3200000;230.8500000;230.8500000;376050
GAZP;5;20200130;131000;230.8500000;231.0600000;230.3000000;230.4300000;460960
GAZP;5;20200130;131500;230.4600000;230.6600000;230.1500000;230.3000000;509000
GAZP;5;20200130;132000;230.2300000;230.5400000;229.9400000;230.0400000;911110
GAZP;5;20200130;132500;230.0200000;230.4800000;229.8800000;230.4000000;754940
GAZP;5;20200130;133000;230.3600000;230.6000000;230.1100000;230.5800000;182660
GAZP;5;20200130;133500;230.5900000;230.6500000;230.3000000;230.3700000;115820
GAZP;5;20200130;134000;230.3600000;230.5800000;230.3000000;230.4300000;283990
GAZP;5;20200130;134500;230.3300000;230.8200000;230.3200000;230.7100000;168340
GAZP;5;20200130;135000;230.6600000;230.8500000;230.3600000;230.7900000;187690
GAZP;5;20200130;135500;230.7900000;230.8900000;230.6000000;230.7300000;180280
GAZP;5;20200130;140000;230.7800000;230.8600000;230.6000000;230.6300000;177330
GAZP;5;20200130;140500;230.7000000;230.7300000;230.3000000;230.4300000;323910
GAZP;5;20200130;141000;230.4200000;230.5000000;230.3000000;230.4000000;154540
GAZP;5;20200130;141500;230.4000000;230.6200000;230.3000000;230.4300000;309320
GAZP;5;20200130;142000;230.4200000;230.4800000;230.3000000;230.3900000;380590
GAZP;5;20200130;142500;230.3500000;230.5500000;230.3000000;230.5000000;717960
GAZP;5;20200130;143000;230.5000000;230.5500000;230.3300000;230.4000000;131440
GAZP;5;20200130;143500;230.4400000;230.5300000;230.3000000;230.4700000;122320
GAZP;5;20200130;144000;230.4700000;230.6100000;230.1600000;230.5300000;541710
GAZP;5;20200130;144500;230.5100000;230.6800000;230.4500000;230.5600000;201540
GAZP;5;20200130;145000;230.5500000;230.5800000;230.4000000;230.4500000;632810
GAZP;5;20200130;145500;230.4100000;230.5300000;230.4000000;230.4800000;184400
