<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;5;20200513;172500;184.3000000;184.6700000;184.2000000;184.5700000;277010
GAZP;5;20200513;173000;184.5600000;185.0900000;184.5600000;184.8400000;770030
GAZP;5;20200513;173500;184.8400000;185.0500000;184.5900000;184.6400000;355310
GAZP;5;20200513;174000;184.7000000;184.9100000;184.5900000;184.7400000;188020
GAZP;5;20200513;174500;184.7400000;184.7800000;184.2000000;184.2700000;374390
GAZP;5;20200513;175000;184.2700000;184.5100000;184.2000000;184.4100000;373860
GAZP;5;20200513;175500;184.4100000;184.4900000;184.2500000;184.2700000;306240
GAZP;5;20200513;180000;184.3000000;184.3500000;184.0700000;184.2600000;627700
GAZP;5;20200513;180500;184.2500000;184.4300000;184.1000000;184.3400000;239870
GAZP;5;20200513;181000;184.3700000;184.4200000;184.1100000;184.2500000;264610
GAZP;5;20200513;181500;184.2500000;184.3700000;184.0500000;184.0500000;435260
GAZP;5;20200513;182000;184.0800000;184.3900000;183.8000000;184.3500000;992550
GAZP;5;20200513;182500;184.3900000;184.7600000;184.3000000;184.7100000;479960
GAZP;5;20200513;183000;184.7400000;184.7700000;184.4700000;184.5400000;373430
GAZP;5;20200513;183500;184.5400000;184.5400000;184.1300000;184.2200000;748260
GAZP;5;20200513;184500;184.2000000;184.2000000;184.2000000;184.2000000;800500
GAZP;5;20200514;100000;183.2700000;184.8500000;183.2500000;183.5300000;2386430
GAZP;5;20200514;100500;183.5300000;183.8000000;183.3000000;183.5000000;744370
GAZP;5;20200514;101000;183.4500000;183.9600000;183.1000000;183.8000000;744470
GAZP;5;20200514;101500;183.8000000;184.4000000;183.8000000;184.3500000;877020
GAZP;5;20200514;102000;184.3500000;184.4300000;183.8600000;183.9800000;435980
GAZP;5;20200514;102500;183.9700000;184.0400000;183.5500000;183.6000000;425240
GAZP;5;20200514;103000;183.6400000;183.7800000;183.2900000;183.3300000;608110
GAZP;5;20200514;103500;183.3500000;183.5700000;183.2500000;183.4700000;334030
GAZP;5;20200514;104000;183.4300000;183.4600000;182.6500000;182.8200000;1725140
GAZP;5;20200514;104500;182.8100000;183.1200000;182.5300000;182.7000000;709200
GAZP;5;20200514;105000;182.7000000;182.7400000;182.0500000;182.3000000;1260860
GAZP;5;20200514;105500;182.2400000;182.3400000;181.6800000;182.2500000;1667840
GAZP;5;20200514;110000;182.2500000;182.3100000;181.7100000;181.9800000;1127920
GAZP;5;20200514;110500;181.9700000;182.5400000;181.7200000;182.4300000;652140
GAZP;5;20200514;111000;182.5000000;183.0300000;182.3000000;182.9800000;806600
GAZP;5;20200514;111500;182.9700000;182.9800000;182.3500000;182.3500000;527460
GAZP;5;20200514;112000;182.3600000;183.0000000;182.3600000;182.9800000;442290
GAZP;5;20200514;112500;182.9900000;183.0500000;182.7300000;182.7800000;292340
GAZP;5;20200514;113000;182.8200000;183.1900000;182.7300000;183.1700000;380670
GAZP;5;20200514;113500;183.1700000;183.4300000;183.0500000;183.3500000;387220
GAZP;5;20200514;114000;183.3400000;183.3500000;183.0000000;183.0300000;399090
GAZP;5;20200514;114500;183.0000000;183.1300000;182.8400000;182.9000000;318600
GAZP;5;20200514;115000;182.9000000;183.3700000;182.9000000;183.3000000;176740
GAZP;5;20200514;115500;183.3100000;183.4700000;183.0800000;183.3300000;367710
GAZP;5;20200514;120000;183.3200000;183.3200000;182.9000000;183.1000000;199470
GAZP;5;20200514;120500;183.1000000;183.3500000;183.0600000;183.1500000;161360
GAZP;5;20200514;121000;183.1400000;183.3600000;183.1300000;183.3300000;109690
GAZP;5;20200514;121500;183.3300000;183.6500000;183.3300000;183.5900000;427090
GAZP;5;20200514;122000;183.6000000;183.6000000;183.1700000;183.2000000;333730
GAZP;5;20200514;122500;183.2200000;183.3100000;183.0300000;183.3100000;157960
GAZP;5;20200514;123000;183.3100000;183.3800000;183.2500000;183.3500000;115830
GAZP;5;20200514;123500;183.3600000;183.6100000;183.3600000;183.5900000;163330
GAZP;5;20200514;124000;183.6100000;183.6700000;183.5200000;183.6500000;213590
GAZP;5;20200514;124500;183.6500000;184.1400000;183.6400000;184.0400000;588080
GAZP;5;20200514;125000;184.0100000;184.1500000;184.0000000;184.0500000;253870
GAZP;5;20200514;125500;184.0300000;184.0800000;183.8900000;183.9300000;243230
GAZP;5;20200514;130000;183.9300000;184.0200000;183.5600000;183.5900000;196070
GAZP;5;20200514;130500;183.6300000;183.7300000;183.2700000;183.3000000;297400
GAZP;5;20200514;131000;183.2700000;183.3500000;183.0100000;183.2700000;441360
GAZP;5;20200514;131500;183.2600000;183.4300000;183.1100000;183.4100000;227540
GAZP;5;20200514;132000;183.4300000;183.5700000;183.3400000;183.4100000;191400
GAZP;5;20200514;132500;183.4100000;183.4500000;183.2500000;183.3000000;121600
GAZP;5;20200514;133000;183.3000000;183.3600000;182.9000000;182.9400000;732450
GAZP;5;20200514;133500;182.9700000;183.0800000;182.6700000;182.9500000;283610
GAZP;5;20200514;134000;182.9600000;183.0300000;182.6200000;182.7800000;325840
GAZP;5;20200514;134500;182.7500000;182.9700000;182.7000000;182.7300000;180050
GAZP;5;20200514;135000;182.7200000;182.9400000;182.6300000;182.8800000;119050
GAZP;5;20200514;135500;182.8800000;183.2500000;182.8500000;183.2200000;137430
GAZP;5;20200514;140000;183.2200000;183.2500000;183.1900000;183.2400000;71570
GAZP;5;20200514;140500;183.2300000;183.2400000;183.0900000;183.1600000;205590
GAZP;5;20200514;141000;183.1900000;183.1900000;182.6900000;182.7800000;537310
GAZP;5;20200514;141500;182.7800000;182.7800000;182.3000000;182.5400000;624800
GAZP;5;20200514;142000;182.5400000;182.9500000;182.4800000;182.9500000;180590
GAZP;5;20200514;142500;182.9400000;183.0800000;182.8300000;183.0200000;399520
GAZP;5;20200514;143000;183.0400000;183.0500000;182.7700000;183.0300000;176160
GAZP;5;20200514;143500;183.0500000;183.1900000;183.0000000;183.1800000;146220
GAZP;5;20200514;144000;183.1500000;183.1800000;182.6300000;182.7600000;191210
GAZP;5;20200514;144500;182.7900000;182.9600000;182.4100000;182.5000000;299460
GAZP;5;20200514;145000;182.5000000;182.6900000;182.4000000;182.4500000;274010
GAZP;5;20200514;145500;182.4500000;182.5300000;182.2700000;182.3500000;216060
GAZP;5;20200514;150000;182.3500000;182.3700000;182.1000000;182.2700000;647590
GAZP;5;20200514;150500;182.2600000;182.4700000;182.1500000;182.3300000;259370
GAZP;5;20200514;151000;182.3900000;182.7100000;182.2100000;182.4300000;252370
GAZP;5;20200514;151500;182.4700000;182.7100000;182.3000000;182.6200000;213150
GAZP;5;20200514;152000;182.6500000;182.7400000;182.3400000;182.3900000;281810
GAZP;5;20200514;152500;182.3900000;182.3900000;182.1000000;182.1700000;478440
GAZP;5;20200514;153000;182.2100000;182.5000000;182.1000000;182.1700000;430410
GAZP;5;20200514;153500;182.2000000;182.4100000;182.0100000;182.4100000;981370
GAZP;5;20200514;154000;182.3500000;182.5500000;182.0600000;182.0600000;270710
GAZP;5;20200514;154500;182.1200000;182.1900000;181.8000000;182.0400000;1472580
GAZP;5;20200514;155000;182.0400000;182.2900000;182.0000000;182.2400000;263150
GAZP;5;20200514;155500;182.2600000;182.4900000;182.2300000;182.4000000;174910
GAZP;5;20200514;160000;182.3800000;182.4900000;182.1400000;182.4900000;268670
GAZP;5;20200514;160500;182.4800000;182.9300000;182.4800000;182.9300000;265120
GAZP;5;20200514;161000;182.8900000;182.9800000;182.7900000;182.8900000;194740
GAZP;5;20200514;161500;182.9300000;182.9500000;182.3800000;182.4900000;367610
GAZP;5;20200514;162000;182.5400000;182.7400000;182.5300000;182.5900000;203140
GAZP;5;20200514;162500;182.6000000;182.7000000;182.5600000;182.5700000;180700
GAZP;5;20200514;163000;182.6400000;183.0600000;182.0100000;182.5500000;629210
GAZP;5;20200514;163500;182.5500000;183.0900000;182.5500000;182.6300000;342280
GAZP;5;20200514;164000;182.5900000;182.7800000;182.1500000;182.2900000;298530
GAZP;5;20200514;164500;182.3300000;182.5700000;181.9100000;182.1400000;558610
GAZP;5;20200514;165000;182.1400000;182.2900000;181.9100000;182.0800000;475660
GAZP;5;20200514;165500;182.0600000;182.4400000;181.9800000;182.1900000;940670
GAZP;5;20200514;170000;182.1500000;182.3100000;181.8000000;181.8500000;596930
GAZP;5;20200514;170500;181.8800000;182.3100000;181.8000000;182.0800000;590550
GAZP;5;20200514;171000;182.1000000;182.4900000;182.0700000;182.1200000;517790
GAZP;5;20200514;171500;182.1200000;182.4900000;182.1200000;182.4900000;424500
GAZP;5;20200514;172000;182.4600000;182.9200000;182.4400000;182.9100000;519810
GAZP;5;20200514;172500;182.9200000;183.5000000;182.8100000;182.8300000;992130
GAZP;5;20200514;173000;182.8800000;183.2300000;182.7300000;183.1900000;329790
GAZP;5;20200514;173500;183.1900000;183.4900000;183.1300000;183.4300000;494000
GAZP;5;20200514;174000;183.4700000;183.4900000;183.1800000;183.3200000;331760
GAZP;5;20200514;174500;183.3600000;183.6300000;183.1000000;183.5500000;532470
GAZP;5;20200514;175000;183.5700000;184.0000000;183.4500000;183.9000000;778140
GAZP;5;20200514;175500;183.9400000;184.0000000;183.6600000;183.8100000;769350
GAZP;5;20200514;180000;183.8600000;183.9800000;183.6800000;183.8000000;626680
GAZP;5;20200514;180500;183.8100000;184.0000000;183.5800000;183.6500000;508510
GAZP;5;20200514;181000;183.7000000;183.7900000;183.5700000;183.5900000;333980
GAZP;5;20200514;181500;183.5900000;184.0000000;183.5500000;183.9100000;334200
GAZP;5;20200514;182000;183.9500000;184.0000000;183.6200000;183.6300000;265570
GAZP;5;20200514;182500;183.6700000;183.8000000;183.4700000;183.5700000;570710
GAZP;5;20200514;183000;183.6000000;183.8500000;183.5900000;183.7300000;318230
GAZP;5;20200514;183500;183.7300000;183.8500000;183.6800000;183.7900000;346140
GAZP;5;20200514;184500;183.9100000;183.9100000;183.9100000;183.9100000;1370470
GAZP;5;20200515;100000;185.6200000;186.1500000;185.2700000;185.4600000;1460960
GAZP;5;20200515;100500;185.4900000;186.0800000;185.4400000;185.8500000;1139950
GAZP;5;20200515;101000;185.8500000;185.9900000;185.3100000;185.6700000;561310
GAZP;5;20200515;101500;185.6700000;185.9600000;185.5000000;185.8000000;367030
GAZP;5;20200515;102000;185.7800000;186.3000000;185.7400000;186.1500000;846170
GAZP;5;20200515;102500;186.1800000;186.3000000;185.9000000;186.0600000;477370
GAZP;5;20200515;103000;186.0600000;186.4300000;185.9500000;186.4000000;624610
GAZP;5;20200515;103500;186.3800000;186.7000000;186.2700000;186.5000000;1806550
GAZP;5;20200515;104000;186.5000000;186.5400000;186.2300000;186.3800000;635710
GAZP;5;20200515;104500;186.3800000;186.4700000;186.1900000;186.2500000;357960
GAZP;5;20200515;105000;186.2600000;186.3400000;186.0600000;186.2000000;446700
GAZP;5;20200515;105500;186.2000000;186.3000000;185.9000000;186.0400000;444290
GAZP;5;20200515;110000;186.0100000;186.3000000;185.9000000;186.2800000;310210
GAZP;5;20200515;110500;186.2800000;186.6100000;186.1600000;186.5300000;2421040
GAZP;5;20200515;111000;186.5600000;186.6800000;186.3500000;186.6700000;605020
GAZP;5;20200515;111500;186.6800000;186.9400000;186.6400000;186.9000000;750050
GAZP;5;20200515;112000;186.8900000;186.9400000;186.7400000;186.8200000;360310
GAZP;5;20200515;112500;186.8300000;186.9000000;186.7400000;186.8100000;262460
GAZP;5;20200515;113000;186.8100000;186.9400000;186.7600000;186.8900000;450850
GAZP;5;20200515;113500;186.9000000;186.9000000;186.4100000;186.4600000;501750
GAZP;5;20200515;114000;186.4600000;186.6700000;186.2100000;186.2600000;371660
GAZP;5;20200515;114500;186.2700000;186.6400000;186.1800000;186.5000000;397550
GAZP;5;20200515;115000;186.5000000;186.7400000;186.4000000;186.5600000;460260
GAZP;5;20200515;115500;186.5900000;186.8400000;186.5000000;186.8000000;257170
GAZP;5;20200515;120000;186.8200000;186.9000000;186.6100000;186.6700000;262500
GAZP;5;20200515;120500;186.6700000;186.8900000;186.6700000;186.8500000;198440
GAZP;5;20200515;121000;186.8400000;186.9800000;186.5700000;186.6500000;1814550
GAZP;5;20200515;121500;186.5800000;186.6000000;186.3700000;186.4900000;290430
GAZP;5;20200515;122000;186.4800000;186.5800000;186.2800000;186.4200000;235780
GAZP;5;20200515;122500;186.4000000;186.4800000;186.2500000;186.3100000;189500
GAZP;5;20200515;123000;186.3700000;186.5500000;186.3700000;186.5000000;233550
GAZP;5;20200515;123500;186.5200000;186.5500000;186.1600000;186.1900000;309200
GAZP;5;20200515;124000;186.1700000;186.3300000;185.8100000;185.9900000;392120
GAZP;5;20200515;124500;185.9700000;186.1200000;185.7500000;185.8300000;271180
GAZP;5;20200515;125000;185.7900000;185.9500000;185.6500000;185.6800000;268000
GAZP;5;20200515;125500;185.7000000;185.7000000;185.2100000;185.6200000;976770
GAZP;5;20200515;130000;185.6200000;185.6500000;185.2100000;185.5700000;274760
GAZP;5;20200515;130500;185.5600000;185.9000000;185.5100000;185.9000000;217770
GAZP;5;20200515;131000;185.8700000;185.9000000;185.6500000;185.7100000;201230
GAZP;5;20200515;131500;185.7500000;185.9000000;185.6600000;185.8500000;95980
GAZP;5;20200515;132000;185.8600000;185.9100000;185.7500000;185.8300000;77540
GAZP;5;20200515;132500;185.8300000;185.8800000;185.3600000;185.3600000;375700
GAZP;5;20200515;133000;185.3900000;185.4600000;185.1100000;185.2200000;830970
GAZP;5;20200515;133500;185.2900000;185.3600000;185.1300000;185.2700000;193400
GAZP;5;20200515;134000;185.2800000;185.5100000;185.0200000;185.5100000;629590
GAZP;5;20200515;134500;185.4700000;185.5900000;185.3300000;185.4400000;144950
GAZP;5;20200515;135000;185.4200000;185.4200000;185.0900000;185.1900000;160850
GAZP;5;20200515;135500;185.1800000;185.1800000;184.7500000;185.0000000;594300
GAZP;5;20200515;140000;185.0600000;185.2000000;184.9000000;184.9000000;240630
GAZP;5;20200515;140500;184.9500000;185.0000000;184.7900000;184.9000000;215430
GAZP;5;20200515;141000;184.9200000;185.1800000;184.8700000;185.0800000;145980
GAZP;5;20200515;141500;185.0700000;185.3500000;184.9700000;185.0000000;225020
GAZP;5;20200515;142000;185.0000000;185.0000000;184.6500000;184.9000000;434530
GAZP;5;20200515;142500;184.8500000;185.0700000;184.7800000;185.0000000;168170
GAZP;5;20200515;143000;184.9700000;185.0000000;184.6500000;184.6700000;291890
GAZP;5;20200515;143500;184.7000000;184.8000000;184.5500000;184.5700000;366300
GAZP;5;20200515;144000;184.5500000;184.7400000;184.3100000;184.7300000;593920
GAZP;5;20200515;144500;184.7300000;184.9500000;184.6600000;184.9100000;238060
GAZP;5;20200515;145000;184.9100000;185.1200000;184.8000000;184.9400000;362140
GAZP;5;20200515;145500;184.9600000;185.0000000;184.8000000;184.8700000;175430
GAZP;5;20200515;150000;184.8700000;184.9500000;184.6100000;184.7700000;163490
GAZP;5;20200515;150500;184.7700000;185.2300000;184.6300000;185.1000000;410250
GAZP;5;20200515;151000;185.1400000;185.2400000;185.1000000;185.2000000;245670
GAZP;5;20200515;151500;185.2000000;185.2000000;184.9900000;185.1100000;264380
GAZP;5;20200515;152000;185.0700000;185.1300000;184.8500000;185.0000000;362380
GAZP;5;20200515;152500;185.0100000;185.0100000;184.6900000;184.8700000;341270
GAZP;5;20200515;153000;184.8400000;184.8400000;184.4000000;184.4000000;288250
GAZP;5;20200515;153500;184.4300000;184.6600000;184.2000000;184.5800000;544110
GAZP;5;20200515;154000;184.5900000;184.7100000;184.5000000;184.6500000;146680
GAZP;5;20200515;154500;184.6500000;184.8000000;184.6100000;184.6800000;115740
GAZP;5;20200515;155000;184.6500000;184.8300000;184.5000000;184.6400000;265440
GAZP;5;20200515;155500;184.6400000;184.8900000;184.6400000;184.8900000;176820
GAZP;5;20200515;160000;184.8900000;184.9000000;184.5200000;184.6300000;160340
GAZP;5;20200515;160500;184.6700000;184.7200000;184.2000000;184.4500000;635490
GAZP;5;20200515;161000;184.4200000;184.4200000;184.2100000;184.2800000;188610
GAZP;5;20200515;161500;184.2400000;184.5100000;184.2000000;184.5100000;211580
GAZP;5;20200515;162000;184.4900000;184.5500000;184.3600000;184.5500000;147880
GAZP;5;20200515;162500;184.5600000;184.6200000;184.2700000;184.4200000;212850
GAZP;5;20200515;163000;184.4200000;184.6500000;184.1500000;184.2100000;561860
GAZP;5;20200515;163500;184.2100000;184.7500000;184.1000000;184.7500000;625590
GAZP;5;20200515;164000;184.7200000;184.9900000;184.5500000;184.9500000;283260
GAZP;5;20200515;164500;184.9300000;185.0400000;184.8100000;185.0000000;297690
GAZP;5;20200515;165000;185.0000000;185.1000000;184.9100000;185.0400000;154890
GAZP;5;20200515;165500;185.0100000;185.0200000;184.8400000;184.9000000;176020
GAZP;5;20200515;170000;184.9000000;184.9600000;184.5100000;184.5300000;233140
GAZP;5;20200515;170500;184.5000000;184.6300000;184.4100000;184.6200000;148790
GAZP;5;20200515;171000;184.6000000;185.1900000;184.4000000;185.1900000;332060
GAZP;5;20200515;171500;185.2000000;185.3900000;185.1300000;185.1600000;393120
GAZP;5;20200515;172000;185.1300000;185.3900000;185.1000000;185.2600000;328310
GAZP;5;20200515;172500;185.2600000;185.6100000;185.0600000;185.3700000;467730
GAZP;5;20200515;173000;185.3700000;185.4000000;185.0500000;185.1100000;537220
GAZP;5;20200515;173500;185.1000000;185.4400000;184.8800000;185.3900000;875100
GAZP;5;20200515;174000;185.3900000;185.6500000;185.2400000;185.5500000;296990
GAZP;5;20200515;174500;185.5100000;185.6400000;185.3500000;185.5600000;286840
GAZP;5;20200515;175000;185.5700000;185.5700000;185.0100000;185.0300000;320210
GAZP;5;20200515;175500;185.0200000;185.3200000;185.0000000;185.1900000;245280
GAZP;5;20200515;180000;185.1400000;185.1700000;184.6600000;184.7300000;541620
GAZP;5;20200515;180500;184.7600000;184.9600000;184.6000000;184.7300000;545090
GAZP;5;20200515;181000;184.6900000;184.8800000;184.4000000;184.7100000;857750
GAZP;5;20200515;181500;184.7300000;184.7300000;184.5100000;184.5600000;463860
GAZP;5;20200515;182000;184.5400000;184.6800000;184.3100000;184.5500000;549220
GAZP;5;20200515;182500;184.5100000;184.6600000;184.2500000;184.3500000;908930
GAZP;5;20200515;183000;184.3500000;184.4000000;184.1300000;184.1400000;856230
GAZP;5;20200515;183500;184.1900000;184.5700000;184.1000000;184.1900000;845300
GAZP;5;20200515;184500;183.8500000;183.8500000;183.8500000;183.8500000;1837040
GAZP;5;20200518;100000;185.4000000;186.6900000;185.1400000;186.3300000;1703950
GAZP;5;20200518;100500;186.3400000;186.7000000;186.0100000;186.2000000;912050
GAZP;5;20200518;101000;186.1500000;186.2900000;185.6700000;185.8000000;550870
GAZP;5;20200518;101500;185.8700000;186.7000000;185.8200000;186.4400000;1131260
GAZP;5;20200518;102000;186.4400000;186.5000000;185.8700000;186.1800000;684800
GAZP;5;20200518;102500;186.1800000;186.3500000;185.9500000;186.1700000;611460
GAZP;5;20200518;103000;186.1600000;186.3300000;185.8000000;185.9400000;699480
GAZP;5;20200518;103500;185.9200000;186.1000000;185.7300000;185.8500000;331140
GAZP;5;20200518;104000;185.8600000;186.1700000;185.6600000;186.1200000;333500
GAZP;5;20200518;104500;186.1300000;186.6000000;185.9800000;186.6000000;616930
GAZP;5;20200518;105000;186.6000000;186.6400000;186.3200000;186.3800000;410170
GAZP;5;20200518;105500;186.4300000;186.9400000;186.4300000;186.7700000;1136170
GAZP;5;20200518;110000;186.8200000;186.9600000;186.7100000;186.8700000;781210
GAZP;5;20200518;110500;186.8700000;187.2900000;186.8100000;187.0600000;918490
GAZP;5;20200518;111000;187.0500000;187.4000000;187.0400000;187.2000000;771900
GAZP;5;20200518;111500;187.2000000;187.6000000;187.2000000;187.4700000;1298290
GAZP;5;20200518;112000;187.4800000;187.8000000;187.3200000;187.7000000;722820
GAZP;5;20200518;112500;187.7000000;187.7200000;187.3300000;187.5400000;546820
GAZP;5;20200518;113000;187.5900000;187.8300000;187.4500000;187.6700000;778180
GAZP;5;20200518;113500;187.6700000;187.8000000;187.6000000;187.7200000;682030
GAZP;5;20200518;114000;187.7000000;188.0900000;187.5000000;187.6300000;1822870
GAZP;5;20200518;114500;187.6800000;188.0000000;187.6200000;187.8200000;395600
GAZP;5;20200518;115000;187.8300000;188.2300000;187.7700000;188.1900000;923570
GAZP;5;20200518;115500;188.1900000;188.9400000;188.1900000;188.6000000;1615180
GAZP;5;20200518;120000;188.6500000;188.9700000;188.4800000;188.5300000;969090
GAZP;5;20200518;120500;188.5300000;188.7000000;188.0300000;188.2300000;888440
GAZP;5;20200518;121000;188.2000000;188.3900000;188.2000000;188.3000000;166640
GAZP;5;20200518;121500;188.3700000;188.4800000;188.2800000;188.3800000;178940
GAZP;5;20200518;122000;188.3900000;188.4800000;188.2300000;188.3400000;270860
GAZP;5;20200518;122500;188.3500000;188.4100000;187.7700000;187.8900000;575830
GAZP;5;20200518;123000;187.8800000;187.9600000;187.7000000;187.9400000;453930
GAZP;5;20200518;123500;187.9700000;187.9800000;187.8600000;187.9800000;177220
GAZP;5;20200518;124000;187.9500000;188.3400000;187.9500000;188.3000000;341750
GAZP;5;20200518;124500;188.3400000;188.8900000;188.2700000;188.8900000;943140
GAZP;5;20200518;125000;188.8700000;188.9800000;188.7200000;188.8900000;576630
GAZP;5;20200518;125500;188.8300000;188.9200000;188.6600000;188.6600000;225770
GAZP;5;20200518;130000;188.6600000;188.7500000;188.6400000;188.6700000;210640
GAZP;5;20200518;130500;188.6700000;189.2700000;188.6700000;189.0700000;655590
GAZP;5;20200518;131000;189.0700000;189.2800000;189.0400000;189.1400000;236220
GAZP;5;20200518;131500;189.1100000;189.1500000;188.8900000;188.9200000;218320
GAZP;5;20200518;132000;188.9000000;188.9700000;188.7600000;188.8100000;127420
GAZP;5;20200518;132500;188.8300000;189.1000000;188.8300000;189.0600000;241400
GAZP;5;20200518;133000;189.0400000;189.1400000;188.9000000;189.0000000;229670
GAZP;5;20200518;133500;188.9500000;189.0600000;188.8000000;188.9000000;261040
GAZP;5;20200518;134000;188.9400000;189.6800000;188.8800000;189.4400000;1205890
GAZP;5;20200518;134500;189.4500000;189.4700000;189.2100000;189.2700000;323960
GAZP;5;20200518;135000;189.3000000;189.5000000;189.1700000;189.4500000;407060
GAZP;5;20200518;135500;189.4500000;189.6400000;189.3200000;189.5600000;252590
GAZP;5;20200518;140000;189.5700000;189.7000000;189.5200000;189.5600000;211790
GAZP;5;20200518;140500;189.5600000;189.8400000;189.4200000;189.4700000;603960
GAZP;5;20200518;141000;189.5000000;189.6300000;189.3100000;189.3100000;177500
GAZP;5;20200518;141500;189.3100000;189.7200000;189.3100000;189.6100000;175340
GAZP;5;20200518;142000;189.6500000;189.6500000;189.4000000;189.4600000;92620
GAZP;5;20200518;142500;189.4800000;189.5000000;189.0500000;189.0600000;403950
GAZP;5;20200518;143000;189.0800000;189.2800000;188.5100000;188.5100000;450690
GAZP;5;20200518;143500;188.5200000;188.9100000;188.5200000;188.8500000;217700
GAZP;5;20200518;144000;188.8600000;189.1500000;188.7500000;188.7500000;360940
GAZP;5;20200518;144500;188.8000000;189.4300000;188.8000000;189.3600000;295890
GAZP;5;20200518;145000;189.3900000;189.4700000;189.1400000;189.1800000;252870
GAZP;5;20200518;145500;189.1800000;189.4400000;189.0000000;189.4200000;445860
GAZP;5;20200518;150000;189.4000000;189.6000000;189.0000000;189.0200000;754000
GAZP;5;20200518;150500;189.0200000;189.2100000;188.8000000;189.1200000;397970
GAZP;5;20200518;151000;189.1000000;189.2400000;189.0200000;189.2100000;100330
GAZP;5;20200518;151500;189.2400000;189.3500000;188.9200000;189.0900000;401610
GAZP;5;20200518;152000;189.1200000;189.2400000;188.8700000;188.8800000;194950
GAZP;5;20200518;152500;188.9000000;189.2000000;188.8900000;189.1000000;548850
GAZP;5;20200518;153000;189.1000000;189.2300000;188.9900000;189.2100000;201610
GAZP;5;20200518;153500;189.2200000;189.3600000;189.0900000;189.1200000;398620
GAZP;5;20200518;154000;189.1200000;189.1900000;189.0100000;189.1300000;194380
GAZP;5;20200518;154500;189.1500000;189.1800000;188.8700000;189.0200000;234390
GAZP;5;20200518;155000;189.0100000;189.2000000;188.9100000;189.1800000;210630
GAZP;5;20200518;155500;189.1600000;189.5000000;189.1100000;189.4400000;531560
GAZP;5;20200518;160000;189.4100000;189.8000000;189.3800000;189.7000000;630690
GAZP;5;20200518;160500;189.7000000;189.7400000;189.2300000;189.4400000;336020
GAZP;5;20200518;161000;189.4600000;189.4700000;189.3000000;189.4500000;266320
GAZP;5;20200518;161500;189.4600000;189.4900000;189.4000000;189.4700000;111120
GAZP;5;20200518;162000;189.4900000;189.6400000;189.3500000;189.6200000;385810
GAZP;5;20200518;162500;189.6200000;189.7000000;189.3200000;189.4400000;343440
GAZP;5;20200518;163000;189.4400000;189.7000000;189.4100000;189.6500000;232670
GAZP;5;20200518;163500;189.6500000;189.8900000;189.6300000;189.8100000;569710
GAZP;5;20200518;164000;189.8100000;189.8800000;189.6700000;189.7000000;213920
GAZP;5;20200518;164500;189.7100000;189.8800000;189.6700000;189.7300000;308350
GAZP;5;20200518;165000;189.7400000;189.8700000;189.5000000;189.5500000;515850
GAZP;5;20200518;165500;189.5600000;189.5600000;189.1600000;189.2400000;281140
GAZP;5;20200518;170000;189.2100000;189.2500000;188.8900000;189.2300000;357960
GAZP;5;20200518;170500;189.2300000;189.2500000;188.9100000;189.1200000;270950
GAZP;5;20200518;171000;189.1200000;189.4300000;189.0900000;189.2900000;287740
GAZP;5;20200518;171500;189.2900000;189.4900000;189.2600000;189.4300000;270080
GAZP;5;20200518;172000;189.4500000;189.7100000;189.3100000;189.6900000;673520
GAZP;5;20200518;172500;189.6900000;189.8800000;189.5000000;189.5000000;433200
GAZP;5;20200518;173000;189.5200000;189.9200000;189.5000000;189.8200000;493520
GAZP;5;20200518;173500;189.8200000;190.3800000;189.6500000;190.3000000;1511900
GAZP;5;20200518;174000;190.3500000;190.6200000;190.2200000;190.5800000;714500
GAZP;5;20200518;174500;190.6100000;190.8500000;190.4500000;190.6200000;571430
GAZP;5;20200518;175000;190.6100000;190.8000000;190.5200000;190.7300000;294000
GAZP;5;20200518;175500;190.7300000;191.1600000;190.5500000;191.0800000;1183850
GAZP;5;20200518;180000;191.0800000;191.4500000;191.0600000;191.4000000;926800
GAZP;5;20200518;180500;191.4000000;191.5000000;191.1100000;191.4000000;956010
GAZP;5;20200518;181000;191.4300000;192.0000000;191.2600000;191.9500000;1940990
GAZP;5;20200518;181500;191.9000000;192.3200000;191.8100000;191.8100000;1384720
GAZP;5;20200518;182000;191.8100000;192.0000000;191.3300000;191.7400000;903260
GAZP;5;20200518;182500;191.7400000;192.4900000;191.7400000;192.4400000;1367870
GAZP;5;20200518;183000;192.4300000;192.4500000;191.9200000;191.9900000;729610
GAZP;5;20200518;183500;191.9500000;191.9700000;191.4600000;191.7000000;744240
GAZP;5;20200518;184500;192.5000000;192.5000000;192.5000000;192.5000000;1423610
GAZP;5;20200519;100000;193.0000000;194.2500000;192.7500000;194.1800000;2505450
GAZP;5;20200519;100500;194.1700000;194.3900000;193.2000000;193.3000000;1452740
GAZP;5;20200519;101000;193.2400000;193.3000000;192.6100000;192.8300000;2005110
GAZP;5;20200519;101500;192.8300000;193.0000000;192.6300000;192.8900000;734780
GAZP;5;20200519;102000;192.9100000;193.2500000;192.8500000;192.8500000;1048060
GAZP;5;20200519;102500;192.8900000;193.1800000;192.7500000;193.0000000;748470
GAZP;5;20200519;103000;193.0000000;193.0000000;192.2800000;192.7300000;1370770
GAZP;5;20200519;103500;192.7300000;192.8000000;192.2200000;192.5900000;684770
